korean,english,alt,situation,note,category
몸이 안 좋아서 오늘 좀 일찍 가도 될까요?,I'm not feeling well. Would it be okay if I left early?,I'm feeling under the weather. Mind if I duck out early?,조퇴,duck out = 슬쩍 빠지다,직장
내일 연차 쓸 거예요 월요일에 복귀합니다,I'm taking PTO tomorrow. I'll be back Monday.,I'm off tomorrow. See you Monday.,연차 사용,PTO = Paid Time Off / day off도 가능,직장
오늘 야근해야 할 것 같아 먼저 먹고 있어,I think I'm gonna have to work late tonight. Go ahead and eat without me.,I'm stuck at the office tonight. Don't wait up for me.,야근 예고,don't wait up = 기다리지 마 (보통 밤에),직장
이거 마감이 언제야? 급한 거야?,When's the deadline for this? Is it urgent?,When is this due? How soon do you need it?,기한 확인,due = 마감인 / How soon do you need it? = 얼마나 빨리?,직장
그거 내가 먼저 하고 있었는데 한번 맞춰보자,I was actually working on that first. Can we sync up?,I already started on that. Let's coordinate so we don't overlap.,업무 중복,sync up / coordinate = 조율하다 / overlap = 겹치다,직장
급한 일이 생겨서 회의 3시로 미루자,Something came up. Let's push the meeting back to 3.,I have to deal with something. Can we move the meeting to 3?,일정 변경,push back = 뒤로 미루다 / move up = 앞당기다,직장
데이터 보여줄게 화면 공유할게요,Let me share my screen so you can see the data.,I'll pull up the data. Give me a sec to share my screen.,화상회의,pull up = 화면에 띄우다,직장
마이크 꺼져 있어요 우리한테 안 들려,You're on mute. We can't hear you.,Your mic is off. Can you unmute?,화상회의,You're on mute = 마이크 꺼져있어요 (재택 필수 표현),직장
인터넷 끊겼다가 다시 들어왔어 미안,Sorry I dropped off. My connection was unstable.,I got disconnected for a sec. Bad Wi-Fi. I'm back now.,접속 끊김,drop off / get disconnected = 연결 끊기다,직장
그거 이메일로 보내줘 기록으로 남겨야 하니까,Can you send that over email? I want to have it in writing.,Shoot me an email with that so we have a paper trail.,기록 요청,paper trail = 문서 기록 / in writing = 서면으로,직장
그 이메일에 나도 참조 넣어줘 상황 파악하게,CC me on that email so I can stay in the loop.,Loop me in on that thread.,이메일 참조,in the loop = 상황 파악하고 있는 / loop me in = 나도 끼워줘,직장
잠깐 실례할게요 급한 전화가 와서,"If you'll excuse me, I need to take an urgent call.",Sorry I have to step away. Important call.,자리 떠야 할 때,step away = 잠시 자리를 비우다,직장
하나만 말할게 우리 너무 복잡하게 생각하고 있어,Can I just say something? I think we're overcomplicating this.,Hold on. We're making this way harder than it needs to be.,의견 끼어들 때,overcomplicate = 너무 복잡하게 만들다,직장
그건 지금 논점이 아니야 주제에 집중하자,"That's beside the point. Let's stay focused.",That's a separate issue. Can we stay on track?,논점 벗어날 때,stay on track = 주제에서 벗어나지 않다,직장
무슨 말인지 알겠는데 좀 다르게 생각해봐,"I see what you're saying, but think about it from a different angle.",I get your point but look at it this way.,다른 관점 제시,see what you're saying = 무슨 말인지 알겠어,직장
나 그거 완전 찬성이야 빨리 하자,I'm totally on board with that. Let's do it.,I'm all for it. Let's get started.,찬성할 때,on board = 찬성하는/동의하는 / all for it = 완전 찬성,직장
솔직히 그건 좀 리스크가 크지 않아?,Honestly don't you think that's a bit risky?,I'm a little worried about the risk on this one.,우려 표현,I'm a little worried about = 좀 걱정되는,직장
회의 시간에 좋은 아이디어가 갑자기 떠올랐어,A great idea just popped into my head during the meeting.,I had a lightbulb moment in the middle of the meeting.,아이디어 떠올렸을 때,lightbulb moment = 번뜩이는 순간,직장
이거 예산 초과될 것 같은데 어떻게 하지?,I think this is going to go over budget. What should we do?,We might blow the budget on this. Any ideas?,예산 문제,go over budget / blow the budget = 예산 초과,직장
그건 아직 확정된 게 아니야 변경될 수 있어,That's not set in stone yet. It could still change.,Nothing's finalized. Things might shift.,미확정 사항,set in stone = 확정된/바꿀 수 없는,직장
오늘 발표 잘했어 긴장한 티 하나도 안 났어,Great presentation today. You didn't look nervous at all.,You nailed that presentation. Couldn't even tell you were stressed.,칭찬할 때,nail it = 완벽하게 해내다,직장
실수한 거 알겠는데 다음부터 잘하면 돼,I know you messed up but just learn from it and move on.,Everyone makes mistakes. Don't beat yourself up over it.,위로할 때,beat yourself up = 자책하다,직장
이거 좀 급한데 빨리 처리해줄 수 있어?,This is kind of urgent. Can you handle it ASAP?,I need this done pretty quickly. Can you prioritize it?,급한 요청,ASAP = As Soon As Possible / prioritize = 우선순위에 두다,직장
그거 확인해보고 다시 연락할게,Let me look into it and get back to you.,I'll check on that and circle back.,확인 후 연락,circle back = 다시 연락하다 (비즈니스 필수 표현),직장
좋은 기회인 건 알겠는데 타이밍이 안 맞아,"I know it's a great opportunity, but the timing just isn't right.",It's tempting but I can't commit right now. Bad timing.,기회 거절,the timing isn't right = 타이밍이 안 맞다,직장
나 이따가 좀 빠져야 할 것 같아 먼저 양해 구할게,I might have to slip out early. Just wanted to give you a heads up.,I may need to leave a bit early. Hope that's okay.,미리 알릴 때,slip out = 슬쩍 빠지다,직장
이번에 진짜 제대로 해보자 대충 하지 말고,"Let's do it right this time. No cutting corners.",Let's go all in. No half-measures.,제대로 하자고,cut corners = 대충하다/편법 쓰다 / half-measures = 미봉책,직장
그래서 결론이 뭔데? 핵심만 말해,So what's the bottom line? Just give me the gist.,Cut to the chase. What's the point?,요점 요구,bottom line = 결론 / gist = 요지 / cut to the chase = 본론으로,직장
나 어제 면접 봤는데 망한 것 같아,I had a job interview yesterday and I think I totally bombed it.,I went to an interview yesterday and it did not go well at all.,면접 후기,bomb = 망하다 (시험/면접에서),직장
오늘 야근이야 먼저 가 나 늦을 것 같아,I have to work overtime today. Go ahead without me.,I'm stuck at the office tonight. Don't wait up for me.,야근 알림,work overtime = 야근하다 / don't wait up = 기다리지 마,직장
하루종일 회의만 했더니 머리가 터질 것 같아,I've been in meetings all day and my head is about to explode.,Back-to-back meetings all day. My brain is completely fried.,회의 과다,back-to-back = 연달아 / brain is fried = 머리 터짐,직장
지금 퇴근하고 있어 30분 뒤에 도착해,I just left work. I'll be there in about thirty minutes.,I'm heading home now. Give me half an hour.,퇴근 알림,heading home = 집으로 가는 중,직장
무슨 말인지 알겠는데 동의는 안 해,I see your point but I don't agree.,I hear what you're saying but I'm not on board.,반대 의견,I see your point = 무슨 말인지 알겠어 / not on board = 동의 안 해,직장
프레젠테이션 준비 다 했어? 내일 발표잖아,Is your presentation ready? You're presenting tomorrow.,All set for your presentation tomorrow?,발표 준비,all set = 다 준비된,직장
이거 계약서 내용 좀 봐줘 뭔가 이상한 것 같아,Can you look over this contract for me? Something seems off.,Would you mind reviewing this agreement? I think there might be an issue.,계약 검토,look over = 검토하다 / something seems off = 뭔가 이상해,직장
너 이번에 진급했다며? 축하해!,I heard you got promoted! Congratulations!,So you moved up! That's awesome. Well deserved!,축하,got promoted = 진급했다 / well deserved = 당연한 결과,직장
프리랜서로 전환할까 고민 중이야,I'm thinking about going freelance.,I've been considering making the switch to freelancing.,이직 고민,go freelance = 프리랜서로 전환하다,직장
이번 주 금요일까지 보고서 내야 하는데 아직 시작도 못 했어,I have a report due Friday and I haven't even started.,My report is due end of week and I'm nowhere near done.,마감 압박,due = 마감인 / nowhere near done = 완성까지 멀었다,직장
요즘 재택근무해서 출퇴근 안 하니까 너무 좋아,I've been working from home lately and not having a commute is the best.,Remote work is amazing. No commute is a game changer.,재택근무,work from home = 재택근무 / commute = 통근,직장
나 이번에 자격증 시험 붙었어!,I passed my certification exam!,I got my certification! Finally!,시험 합격,pass = 합격하다 / certification = 자격증,직장
지금 자리 비워도 돼? 잠깐 볼일 좀 보고 올게,Mind if I step out for a bit? I need to take care of something.,Is it okay if I duck out for a minute? I'll be right back.,자리 비우기,step out = 잠깐 나가다 / duck out = 슬쩍 빠지다,직장
너무 시끄러워서 집중이 안 돼 조용한 데로 옮기자,It's too noisy. I can't concentrate. Let's find somewhere quieter.,I can't focus with all this noise. Can we move somewhere else?,소음,concentrate/focus = 집중하다,직장
그래서 우리 앞으로 어떻게 할 거야? 계획이 있어?,So what's our game plan going forward? Any ideas?,What's the plan from here? How do we move forward?,계획 논의,game plan = 전략/계획,직장
이 프로젝트 마감이 다가오는데 아직 갈 길이 멀어,The deadline for this project is approaching and we still have a long way to go.,We're running out of time on this project and there's still so much to do.,마감 압박,approaching = 다가오는 / a long way to go = 갈 길이 먼,직장
솔직히 이건 좀 아닌 것 같아 다시 생각해보자,Honestly this doesn't feel right. Let's reconsider.,I don't think this is the way to go. Let's take a step back.,재고 요청,reconsider = 재고하다 / take a step back = 한 발 물러서서 생각하다,직장
내일 면접이라 오늘 일찍 자려고 해,I have an interview tomorrow so I'm trying to turn in early tonight.,I need to get an early night. Big interview in the morning.,면접 전날,turn in early = 일찍 자다 / get an early night = 일찍 잠자리에 들다,직장
이번 프로젝트 리드가 너라서 마음이 좀 놓여,I feel a lot better knowing you're leading this project.,It puts my mind at ease that you're the one in charge of this.,신뢰,puts my mind at ease = 마음이 놓이다,직장
이메일 확인 좀 해줘 아까 보냈거든,Can you check your email? I sent you something earlier.,I emailed you a bit ago. Did you get a chance to look at it?,업무 연락,get a chance to = ~할 기회가 있다,직장
나 이 일 적성에 안 맞는 것 같아 진지하게 이직 고민 중이야,"I don't think this job is for me. I'm seriously considering a career change.","This just isn't my calling. I'm thinking about switching careers for real.",이직 고민,career change = 이직 / calling = 천직,직장
오늘 출근하기 싫다 누가 좀 대신 가줘,I so don't want to go to work today. Someone take my place.,I would pay someone to go to work for me right now.,출근 거부감,take my place = 내 대신 가다,직장
이 프로젝트 누가 담당이야? 책임자가 누구야?,Who's in charge of this project? Who's the point person?,Who's leading this? I need to know who to reach out to.,담당자 확인,in charge = 담당인 / point person = 담당자,직장
이번 출장 일정이 빡빡해서 관광할 시간이 없어,My business trip schedule is so tight there's no time for sightseeing.,This work trip is jam-packed. Zero free time to explore.,출장,jam-packed = 빡빡한 / sightseeing = 관광,직장
그 사람 연락처 혹시 알아? 급하게 연락할 일이 생겨서,Do you happen to have their contact info? I urgently need to reach them.,I need to get in touch with them ASAP. Do you have their number?,연락처 요청,ASAP = 최대한 빨리 / get in touch = 연락하다,직장
이 회사 복지가 좋은 편이야 특히 연차가 넉넉해,This company has pretty good benefits especially the generous PTO.,The perks here are solid. We get a lot of paid time off.,회사 복지,benefits/perks = 복지 / PTO = 유급휴가,직장
이 회의 언제 끝나? 다른 회의가 연달아 있거든,When does this meeting end? I have back-to-back meetings after this.,I need to hop to my next call. How much longer do we have?,회의 시간,back-to-back = 연달아 / hop to = 빨리 넘어가다,직장
네 의견도 일리가 있어 좀 더 생각해볼게,You make a fair point. Let me think about it some more.,That's a valid argument. Give me some time to mull it over.,수용적 태도,fair point / valid argument = 일리 있는 주장 / mull over = 곰곰이 생각하다,직장
그건 좀 무리인 것 같아 현실적으로 생각하자,I think that's a bit unrealistic. Let's be practical.,That's a stretch. Let's keep our feet on the ground.,현실적 의견,a stretch = 무리인 / keep feet on the ground = 현실적이다,직장
나 이번 주에 연차 써서 좀 쉬려고,I'm taking some PTO this week to recharge.,I put in for a few days off this week. I desperately need a break.,연차,PTO = paid time off / recharge = 충전하다,직장
이 서류 언제까지 제출해야 해? 기한이 있어?,When is this paperwork due? Is there a deadline?,What's the submission deadline for these documents?,서류 제출,due = 마감인 / submission deadline = 제출 기한,직장
제가 그 부분 수정해서 다시 보내드릴게요,I'll revise that part and send it back to you.,Let me make the changes and get the updated version to you.,업무 수정,revise = 수정하다 / updated version = 수정본,직장
한 2~3일 정도 걸릴 것 같은데 괜찮아?,It'll probably take about two to three days. Is that okay?,I'm looking at a turnaround of a couple days. That work for you?,기간 확인,turnaround = 소요 시간 / work for you = 괜찮아?,직장
오늘 회식인데 안 가면 안 돼? 진짜 가기 싫어,We have a team dinner tonight. Can I skip it? I really don't want to go.,Do I really have to go to the work dinner? I'd rather not.,회식,team dinner = 회식 / skip = 빠지다,직장
너 이메일 안 봤어? 아까 보냈는데,Did you not see my email? I sent it a while ago.,I emailed you earlier. Did you get it or did it go to spam?,이메일 확인,go to spam = 스팸으로 가다,직장
나 이 프로그램 쓸 줄 몰라 좀 알려줘,I don't know how to use this program. Can you show me?,I'm clueless about this software. Could you walk me through it?,소프트웨어,walk me through = 단계별로 알려주다,직장
그래서 네가 하고 싶은 게 정확히 뭔데?,So what exactly do you want to do?,What's your actual goal here? I want to make sure I understand.,정확한 의도,actual goal = 실제 목표,직장
내일 휴일인 거 알지? 출근 안 해도 돼,"Tomorrow is a holiday, you know? You don't have to go to work.",Heads up tomorrow is a day off. Don't set your alarm.,휴일 알림,day off = 쉬는 날 / heads up = 참고로,직장
혹시 영수증 주실 수 있나요? 경비 처리해야 해서,Could I get a receipt please? I need it for expense reporting.,I need a receipt for reimbursement purposes.,영수증,receipt = 영수증 / reimbursement = 환급,직장
다음 주까지 결정하면 돼? 좀 더 알아보고 싶어서,Can I decide by next week? I want to look into it a bit more.,Mind giving me until next week? I'd like to do some more research.,결정 유예,look into = 알아보다 / giving me until = ~까지 시간을 주다,직장
너 연봉 올랐어? 요즘 물가 때문에 동결이면 사실상 삭감이야,Did you get a raise? With inflation a pay freeze is basically a pay cut.,Any salary bump this year? If not you're essentially earning less.,연봉,raise = 인상 / pay freeze = 동결 / pay cut = 삭감,직장
일이 너무 많아서 점심도 건너뛸 것 같아,I'm so swamped I'll probably skip lunch today.,Work is so crazy right now I might not even eat lunch.,점심 건너뜀,swamped = 일에 파묻힌 / skip = 건너뛰다,직장
이 회의 너무 길어 핵심만 빠르게 정리하자,"This meeting is dragging on. Let's wrap it up with the key points.",Can we cut this short and just cover the essentials?,회의 효율,dragging on = 길어지는 / wrap it up = 마무리하다 / essentials = 핵심,직장
나 내일 출장이라 오늘 짐 싸야 해,I have a business trip tomorrow so I need to pack tonight.,I'm traveling for work tomorrow. Gotta get my bag ready.,출장 준비,business trip = 출장 / pack = 짐 싸다,직장
그래서 다음 단계가 뭐야? 액션 아이템 정리해줘,So what's the next step? Can you list out the action items?,Let's get the takeaways organized. What needs to happen next?,다음 단계,action items = 액션 아이템 / takeaways = 핵심 사항,직장
나 이 일 더 이상 못 하겠어 한계야,I can't do this anymore. I've reached my limit.,I'm at my breaking point with this. Something has to change.,한계,reached my limit / breaking point = 한계에 도달한,직장
그 사람 진짜 일 잘해 효율적이고 꼼꼼해,They're really good at their job. Efficient and detail-oriented.,They're a top performer. Super thorough and never miss a beat.,업무 칭찬,efficient = 효율적인 / detail-oriented = 꼼꼼한 / thorough = 철저한,직장
나 회의 중이라 나중에 전화할게 문자로 보내줘,I'm in a meeting right now. I'll call you back later. Just text me.,Can't talk now I'm in a meeting. Drop me a text instead.,회의 중,drop me a text = 문자 보내줘,직장
이거 나 혼자 하기에는 좀 벅차 도와줄 사람 있어?,This is a bit too much for me to handle alone. Anyone available to help?,I'm in over my head with this. I could really use an extra pair of hands.,도움 요청,in over my head = 감당이 안 되는 / extra pair of hands = 도움의 손길,직장
제 메일 확인 부탁드립니다 급한 건이라서요,Please check your email at your earliest convenience. It's urgent.,I sent an urgent email. Could you take a look when you get a chance?,업무 메일,at your earliest convenience = 가능한 빨리 / urgent = 급한,직장
이제 그만 일하고 쉬자 내일 또 해야 하잖아,Let's call it a day. We've got more to do tomorrow anyway.,That's enough for today. We'll pick it back up tomorrow.,업무 마무리,call it a day = 오늘은 여기까지 / pick it back up = 다시 시작하다,직장
그 회의 내용 회의록 좀 공유해줘,Can you share the meeting minutes with me?,Send me the notes from that meeting when you get a chance.,회의록,meeting minutes = 회의록 / notes = 메모,직장
나 이 일 때려치우고 싶어 진짜,I want to quit this job so badly.,I'm this close to handing in my resignation.,이직 충동,quit = 그만두다 / handing in my resignation = 사직서 제출,직장
보고서 초안 다 썼어? 검토 좀 해줄게,Did you finish the first draft of the report? I'll review it for you.,Is the rough draft done? Let me take a look and give you feedback.,보고서,first draft / rough draft = 초안 / review = 검토,직장
너 발표 잘했어 떨리는 거 하나도 안 보였어,You did great in the presentation. You didn't look nervous at all.,Your presentation was solid. I couldn't tell you were anxious.,발표 칭찬,solid = 훌륭한 / couldn't tell = 티가 안 났다,직장
내일 모레가 기한인데 아직 반도 못 했어,The deadline is the day after tomorrow and I'm not even halfway done.,It's due in two days and I've barely started.,마감 압박,deadline = 마감 / halfway done = 반 완료,직장
지금 시작하면 저녁까지 끝낼 수 있을 것 같아,If we start now we can probably finish by evening.,We should be able to wrap this up by dinnertime if we get going.,시간 예측,wrap up = 마무리하다 / get going = 시작하다,직장
이 회사 워라밸 어때? 야근 많아?,How's the work-life balance at this company? Is there a lot of overtime?,Do people work late a lot? I want to know about the work-life balance.,회사 문화,work-life balance = 워라밸 / overtime = 야근,직장
이번에 새로 온 팀원 적응 잘 하고 있어?,Is the new team member settling in okay?,How's the new hire adjusting? Are they fitting in with the team?,팀 적응,settling in = 적응하는 / fitting in = 어울리는,직장
오늘 미팅에서 좋은 인상 남겨야 하는데 긴장돼,I need to make a good impression at today's meeting and I'm so nervous.,I've got a big meeting today. I really need to nail it.,중요 미팅,make a good impression = 좋은 인상 남기다 / nail it = 성공하다,직장
그 사람 진짜 일만 해 워커홀릭이야,All they do is work. They're a total workaholic.,They live and breathe their job. Textbook workaholic.,워커홀릭,workaholic = 일 중독자 / live and breathe = ~만 하다,직장
이번 달 목표 달성했어? 실적이 어때?,Did you hit your targets this month? How are your numbers?,Are we on track to meet our monthly goals?,실적,hit targets = 목표 달성 / on track = 순조로운,직장
회사에서 회식 안 가면 눈치 보여? 그냥 안 가고 싶은데,Is it looked down upon to skip company dinners? I'd rather not go.,Do people judge you for skipping work socials? I just want to go home.,회식,looked down upon = 안 좋게 보는 / work socials = 회사 행사,직장
지금 연봉 협상 중인데 얼마나 요구해야 할지 모르겠어,I'm in salary negotiations right now and I'm not sure how much to ask for.,I'm trying to figure out a reasonable number for my raise.,연봉 협상,salary negotiations = 연봉 협상 / raise = 인상,직장
그래 오늘은 여기서 끝내자 다음에 이어서 하자,Let's stop here for today. We'll pick up where we left off next time.,That's a wrap for today. We'll continue this next session.,마무리,pick up where we left off = 이어서 하다 / that's a wrap = 오늘은 끝,직장
알바 구하는 중인데 괜찮은 데 없어?,I'm looking for a part-time job. Know any good places?,I'm job hunting for something part-time. Any leads?,알바,part-time job = 아르바이트 / leads = 단서/정보,직장
요즘 경제가 안 좋아서 취업이 쉽지 않아,The economy is rough right now so finding a job isn't easy.,The job market is tough these days with the economic downturn.,취업난,economy is rough = 경제가 안 좋은 / job market = 취업 시장,직장
회의 시작하기 전에 커피 한 잔 사올게 뭐 마실래?,I'm going to grab a coffee before the meeting. Want anything?,I'm doing a coffee run. What can I get you?,커피 심부름,coffee run = 커피 사러 가기 / grab = 사오다,직장
이 프로젝트 담당자 바뀌었어? 누구한테 보고해야 해?,Did the project manager change? Who should I report to?,I heard there was a personnel change. Who's my new point of contact?,담당자 변경,project manager = 프로젝트 담당자 / point of contact = 연락 담당,직장
이 프로그램 단축키 좀 알려줘 마우스 쓰기 귀찮아,Can you teach me the keyboard shortcuts for this program? Using the mouse is tedious.,What are the hotkeys? I want to speed up my workflow.,단축키,keyboard shortcuts / hotkeys = 단축키 / workflow = 작업 흐름,직장
이 메일 제목을 좀 더 구체적으로 바꿔줄래?,Can you make the subject line more specific?,Could you tweak the email subject to be clearer?,이메일 제목 수정,subject line = 이메일 제목,회사
참조에 팀장님 넣어서 보내줘,Make sure to CC the team lead on that email.,Loop in the team lead when you send it.,이메일 참조,CC = Carbon Copy. loop in = 포함시키다,회사
답장 좀 빨리 해주면 좋겠어 클라이언트가 기다리고 있거든,It'd be great if you could reply sooner. The client's waiting.,Can you get back to them ASAP? The client's on hold.,빠른 답장 요청,ASAP = As Soon As Possible,회사
이 메일 누구한테 포워딩하면 돼?,Who should I forward this email to?,Who do I need to loop in on this?,이메일 전달,forward = 전달하다. loop in = 공유 대상에 포함,회사
메일 보내기 전에 한번 검토 좀 해줄래?,Could you review this before I send it out?,Mind giving this a once-over before I hit send?,이메일 검토 요청,once-over = 빠른 검토,회사
그 건에 대해서 이메일로 따로 정리해서 보낼게요,I'll send a separate email summarizing that.,Let me put together an email on that and send it over.,이메일 정리,put together = 정리하다/구성하다,회사
메일 확인하면 답장 좀 부탁드려요,Please reply once you've had a chance to review the email.,Let me know your thoughts when you get to the email.,이메일 답장 요청,get to = ~에 손이 닿다/확인하다,회사
이메일 톤이 좀 딱딱한데 부드럽게 고쳐볼까?,The tone feels a bit stiff. Should we soften it up?,This reads a bit formal. Want to make it friendlier?,이메일 톤 조정,stiff = 딱딱한. soften = 부드럽게 하다,회사
전체 답장 말고 보낸 사람한테만 답장해,"Reply just to the sender, not reply-all.",Don't hit reply-all. Just respond to the sender.,이메일 답장 주의,reply-all = 전체 답장. 실수 방지 표현,회사
그 메일 아직 안 왔는데 다시 보내줄 수 있어?,I haven't received that email yet. Can you resend it?,The email didn't come through. Could you send it again?,이메일 미수신,come through = 도착하다,회사
메신저로 간단히 물어봐도 될까요?,Can I just ping you on messenger real quick?,Mind if I shoot you a quick message?,메신저 문의,ping = 메시지 보내다. shoot a message = 메시지 날리다,회사
그 파일 메일에 첨부해서 보내줘,Attach the file to the email and send it over.,Can you include the file as an attachment?,파일 첨부,attachment = 첨부파일,회사
지난번 메일에 이어서 팔로업 드립니다,I'm following up on my previous email.,Just circling back on my last email.,이메일 팔로업,follow up / circle back 둘 다 후속 연락 의미,회사
메일에 오타가 있었는데 수정해서 다시 보낼까?,There was a typo in the email. Should I resend with corrections?,I noticed a typo. Want me to send a corrected version?,이메일 오타,typo = 오타. corrected version = 수정본,회사
이 메일 긴급이니까 제목에 URGENT 붙여서 보내,This is urgent so mark it as urgent in the subject line.,Flag it as urgent in the subject.,긴급 이메일,flag = 표시하다. urgent = 긴급,회사
수신 확인 좀 해주세요,Could you confirm that you received the email?,Can you acknowledge receipt?,수신 확인,acknowledge receipt = 수신 확인하다,회사
메일 하단에 서명이 빠져있어,Your email signature is missing at the bottom.,You forgot to include your signature.,이메일 서명,email signature = 이메일 서명,회사
메일을 잘못 보냈어 회수할 수 있나?,I sent the email to the wrong person. Can I recall it?,I accidentally sent it to the wrong address. Can I undo it?,이메일 오발신,recall = 회수하다. undo = 되돌리다,회사
이메일 스레드가 너무 길어져서 새로 시작하자,This email thread is getting too long. Let's start a new one.,The chain is getting messy. Let's start fresh.,이메일 정리,thread/chain = 이메일 대화 묶음,회사
그 건은 슬랙으로 공유해줄래? 이메일보다 빠르니까,"Can you share that on Slack? It's faster than email.","Post it on Slack instead, it'll be quicker.",메신저 전환,post = 게시하다. 메신저 소통 표현,회사
전체 공지 메일 보내야 하는데 검토 좀 해줘,I need to send a company-wide email. Can you review it?,I'm drafting an all-hands email. Mind taking a look?,전사 메일,company-wide / all-hands = 전사적,회사
이 메일 문구가 좀 애매한데 다시 써줄래?,The wording in this email is a bit vague. Can you rewrite it?,This phrasing is unclear. Could you rephrase it?,이메일 수정,vague = 애매한. rephrase = 다시 표현하다,회사
답장이 늦어서 죄송합니다,Sorry for the late reply.,Apologies for the delayed response.,늦은 답장,delayed response = 늦은 답변 (포멀),회사
메일 내용 길게 쓰지 말고 요약해서 보내,Keep the email short and to the point.,Don't write a novel. Just summarize the key points.,이메일 간결,to the point = 핵심만. novel = 장문 비유,회사
읽었는데 답장할 내용이 없어서 안 했어,"I read it but didn't reply since there was nothing to add.","I saw it, just didn't have anything to respond with.",답장 안 한 이유,nothing to add = 추가할 내용 없음,회사
이 건으로 별도 메일 보내줄래? 섞이면 헷갈려,"Can you send a separate email for this? It'll get confusing otherwise.","Let's keep this in a separate thread, or it'll get mixed up.",메일 분리,separate thread = 별도 스레드,회사
자동 응답 설정해놨어 휴가 중이라서,I set up an out-of-office reply since I'm on leave.,I've got my auto-reply on because I'm on vacation.,자동 응답,out-of-office reply = 부재중 자동 응답,회사
메일 보내기 전에 맞춤법 한번만 확인해,Double-check the spelling before you send it.,Run a quick spell check before hitting send.,맞춤법 검토,spell check = 맞춤법 검사,회사
그 메일 BCC로 나한테도 보내줘,BCC me on that email.,Send me a blind copy of that.,이메일 숨은참조,BCC = Blind Carbon Copy = 숨은 참조,회사
메일 드래프트 저장해놨으니까 확인하고 보내줘,I saved a draft. Check it and send it when you're ready.,The draft is ready. Give it a look and fire it off.,이메일 초안,draft = 초안. fire off = 보내다 (캐주얼),회사
슬랙 채널에 공유해뒀으니까 확인해봐,I posted it on the Slack channel. Take a look.,Check the Slack channel. I dropped it in there.,메신저 공유,drop = 올리다/공유하다 (캐주얼),회사
이메일 말고 전화로 얘기하는 게 빠를 것 같아,I think it'd be faster to just hop on a call.,Let's skip the email and just talk on the phone.,전화 전환,hop on a call = 전화하다 (캐주얼),회사
이 메일 내일 아침에 예약 발송해줘,Schedule this email to go out tomorrow morning.,Set it to send first thing tomorrow morning.,예약 발송,schedule to send = 예약 발송하다,회사
