aisle,The cereal is in aisle three.,통로,시리얼은 3번 통로에 있어요.,通路,シリアルは3番通路にあります。,过道,麦片在第三过道。,pasillo,El cereal está en el pasillo tres.,lối đi,Ngũ cốc ở lối đi số ba.,ทางเดิน,ซีเรียลอยู่ทางเดินที่สาม,lorong,Sereal ada di lorong tiga.
bargain,I found a great bargain at the market.,득템; 싸게 산 물건,시장에서 좋은 물건을 싸게 샀어요.,お買い得品,市場でお買い得品を見つけた。,便宜货,我在市场上找到了一个好便宜的东西。,ganga,Encontré una gran ganga en el mercado.,món hời,Tôi tìm được món hời ở chợ.,ของถูก; ราคาดี,ฉันเจอของราคาดีที่ตลาด,barang murah,Saya menemukan barang murah di pasar.
refund,I asked for a refund for the broken item.,환불,깨진 물건에 대해 환불을 요청했어요.,返金; 払い戻し,壊れた商品の返金を求めた。,退款,我要求退款因为东西坏了。,reembolso,Pedí un reembolso por el artículo roto.,hoàn tiền,Tôi yêu cầu hoàn tiền cho món hàng hỏng.,เงินคืน,ฉันขอเงินคืนสำหรับสินค้าที่เสีย,pengembalian dana,Saya meminta pengembalian dana untuk barang yang rusak.
delivery,The delivery will arrive tomorrow.,배달,배달이 내일 도착할 거예요.,配達,配達は明日届きます。,送货; 快递,快递明天到。,entrega,La entrega llegará mañana.,giao hàng,Hàng sẽ giao vào ngày mai.,การจัดส่ง,การจัดส่งจะมาถึงพรุ่งนี้,pengiriman,Pengiriman akan tiba besok.
package,A package arrived for you today.,소포; 택배,오늘 당신에게 소포가 도착했어요.,荷物; パッケージ,今日あなたに荷物が届きました。,包裹; 快递,今天有你的包裹到了。,paquete,Un paquete llegó para ti hoy.,bưu kiện; gói hàng,Hôm nay có bưu kiện gửi đến cho bạn.,พัสดุ,มีพัสดุมาถึงสำหรับคุณวันนี้,paket,Ada paket datang untuk Anda hari ini.
dawn,We woke up at dawn to watch the sunrise.,새벽,우리는 일출을 보기 위해 새벽에 일어났어요.,夜明け,日の出を見るために夜明けに起きた。,黎明,我们黎明起床看日出。,amanecer,Nos despertamos al amanecer para ver el amanecer.,bình minh,Chúng tôi dậy lúc bình minh để ngắm mặt trời mọc.,รุ่งอรุณ,เราตื่นตอนรุ่งอรุณเพื่อดูพระอาทิตย์ขึ้น,fajar,Kami bangun saat fajar untuk melihat matahari terbit.
dusk,The sky is orange at dusk.,황혼; 해질녘,해질녘에 하늘이 주황색이에요.,夕暮れ,夕暮れ時に空がオレンジ色になる。,黄昏,黄昏时天空是橙色的。,crepúsculo; anochecer,El cielo es naranja al anochecer.,hoàng hôn,Bầu trời màu cam lúc hoàng hôn.,พลบค่ำ,ท้องฟ้าเป็นสีส้มเมื่อพลบค่ำ,senja,Langit berwarna oranye saat senja.
midnight,We celebrated at midnight on New Year.,자정,우리는 새해 자정에 축하했어요.,真夜中,新年の真夜中にお祝いをした。,午夜; 半夜,我们在新年的午夜庆祝。,medianoche,Celebramos a medianoche en Año Nuevo.,nửa đêm,Chúng tôi ăn mừng vào nửa đêm Giao thừa.,เที่ยงคืน,เราฉลองตอนเที่ยงคืนวันปีใหม่,tengah malam,Kami merayakan di tengah malam Tahun Baru.
decade,She lived abroad for a decade.,십 년; 10년,그녀는 10년간 해외에서 살았어요.,十年間,彼女は10年間海外に住んでいた。,十年,她在国外生活了十年。,década,Ella vivió en el extranjero por una década.,thập kỷ,Cô ấy sống ở nước ngoài một thập kỷ.,ทศวรรษ,เธออาศัยอยู่ต่างประเทศหนึ่งทศวรรษ,dekade,Dia tinggal di luar negeri selama satu dekade.
century,The castle is over a century old.,세기; 100년,그 성은 100년이 넘었어요.,世紀,その城は一世紀以上の歴史がある。,世纪,这座城堡有一百多年的历史。,siglo,El castillo tiene más de un siglo de antigüedad.,thế kỷ,Lâu đài hơn một thế kỷ tuổi.,ศตวรรษ,ปราสาทนี้มีอายุมากกว่าหนึ่งศตวรรษ,abad,Kastil itu berusia lebih dari satu abad.
weekday,I go to the gym on weekdays.,평일,나는 평일에 헬스장에 가요.,平日,私は平日にジムに行きます。,工作日,我工作日去健身房。,día de semana; entre semana,Voy al gimnasio entre semana.,ngày trong tuần,Tôi đi tập gym vào ngày trong tuần.,วันธรรมดา,ฉันไปยิมในวันธรรมดา,hari kerja,Saya pergi ke gym pada hari kerja.
schedule,Check the bus schedule online.,일정; 시간표,버스 시간표를 온라인으로 확인하세요.,時刻表; スケジュール,バスの時刻表をオンラインで確認してください。,时刻表; 日程,在网上查看公交时刻表。,horario,Consulta el horario del autobús en línea.,lịch trình,Kiểm tra lịch trình xe buýt trực tuyến.,ตารางเวลา,ตรวจสอบตารางเวลารถบัสออนไลน์,jadwal,Periksa jadwal bus secara online.
deadline,The deadline for the project is Friday.,마감일; 기한,프로젝트 마감일은 금요일이에요.,締め切り,プロジェクトの締め切りは金曜日です。,截止日期,项目的截止日期是星期五。,fecha límite,La fecha límite del proyecto es el viernes.,hạn chót,Hạn chót của dự án là thứ Sáu.,เส้นตาย,เส้นตายของโครงการคือวันศุกร์,tenggat waktu,Tenggat waktu proyek adalah hari Jumat.
caterpillar,The caterpillar will become a butterfly.,애벌레,애벌레는 나비가 될 거예요.,毛虫; イモムシ,イモムシは蝶になります。,毛毛虫,毛毛虫会变成蝴蝶。,oruga,La oruga se convertirá en mariposa.,sâu bướm,Sâu bướm sẽ thành bướm.,หนอนผีเสื้อ,หนอนผีเสื้อจะกลายเป็นผีเสื้อ,ulat,Ulat itu akan menjadi kupu-kupu.
pigeon,Pigeons are common in the city.,비둘기,비둘기는 도시에서 흔해요.,ハト,ハトは街中でよく見かける。,鸽子,鸽子在城市里很常见。,paloma,Las palomas son comunes en la ciudad.,bồ câu,Chim bồ câu rất phổ biến trong thành phố.,นกพิราบ,นกพิราบพบได้ทั่วไปในเมือง,merpati,Merpati umum di kota.
crow,The crow sat on the fence.,까마귀,까마귀가 울타리에 앉아 있었어요.,カラス,カラスが柵の上に止まっていた。,乌鸦,乌鸦坐在栅栏上。,cuervo,El cuervo se sentó en la cerca.,quạ,Con quạ đậu trên hàng rào.,อีกา,อีกาเกาะอยู่บนรั้ว,gagak,Gagak itu duduk di pagar.
worm,The bird caught a worm.,벌레; 지렁이,새가 벌레를 잡았어요.,虫; ミミズ,鳥がミミズを捕まえた。,虫子; 蠕虫,鸟抓住了一条虫子。,gusano,El pájaro atrapó un gusano.,sâu; giun,Con chim bắt được một con sâu.,หนอน; ไส้เดือน,นกจับหนอนได้,cacing,Burung itu menangkap cacing.
seagull,Seagulls fly over the beach.,갈매기,갈매기가 해변 위를 날아요.,カモメ,カモメがビーチの上を飛んでいる。,海鸥,海鸥在海滩上空飞翔。,gaviota,Las gaviotas vuelan sobre la playa.,mòng biển,Chim mòng biển bay trên bãi biển.,นกนางนวล,นกนางนวลบินเหนือชายหาด,camar,Burung camar terbang di atas pantai.
stork,A stork built a nest on the roof.,황새,황새가 지붕 위에 둥지를 지었어요.,コウノトリ,コウノトリが屋根の上に巣を作った。,鹳,一只鹳在屋顶上筑了巢。,cigüeña,Una cigüeña construyó un nido en el techo.,con cò,Con cò làm tổ trên mái nhà.,นกกระสา,นกกระสาสร้างรังบนหลังคา,bangau,Seekor bangau membangun sarang di atap.
hamster,My daughter has a pet hamster.,햄스터,딸이 애완 햄스터를 키우고 있어요.,ハムスター,娘はペットのハムスターを飼っている。,仓鼠,我女儿养了一只仓鼠。,hámster,Mi hija tiene un hámster como mascota.,chuột hamster,Con gái tôi nuôi một con chuột hamster.,หนูแฮมสเตอร์,ลูกสาวฉันเลี้ยงหนูแฮมสเตอร์,hamster,Putri saya memiliki hamster peliharaan.
goldfish,We have three goldfish in a bowl.,금붕어,우리는 어항에 금붕어 세 마리가 있어요.,金魚,金魚鉢に金魚が三匹いる。,金鱼,我们鱼缸里有三条金鱼。,pez dorado,Tenemos tres peces dorados en una pecera.,cá vàng,Chúng tôi có ba con cá vàng trong bể.,ปลาทอง,เรามีปลาทองสามตัวในโหล,ikan mas,Kami punya tiga ikan mas dalam mangkuk.
jungle,Many animals live in the jungle.,밀림; 정글,많은 동물이 정글에 살아요.,ジャングル,多くの動物がジャングルに住んでいる。,丛林,很多动物生活在丛林里。,selva; jungla,Muchos animales viven en la selva.,rừng rậm; rừng nhiệt đới,Nhiều động vật sống trong rừng rậm.,ป่าดงดิบ,สัตว์หลายชนิดอาศัยอยู่ในป่าดงดิบ,hutan rimba,Banyak hewan hidup di hutan rimba.
plain,The plains stretch for many miles.,평원; 평야,평원이 수 마일에 걸쳐 펼쳐져 있어요.,平原,平原は何マイルも続いている。,平原,平原延伸了很多英里。,llanura,Las llanuras se extienden por muchas millas.,đồng bằng,Đồng bằng trải dài nhiều dặm.,ที่ราบ,ที่ราบทอดยาวหลายไมล์,dataran,Dataran membentang bermil-mil.
swamp,The swamp is full of frogs.,늪; 습지,늪에 개구리가 가득해요.,沼,沼はカエルでいっぱいだ。,沼泽,沼泽里满是青蛙。,pantano,El pantano está lleno de ranas.,đầm lầy,Đầm lầy đầy ếch.,หนองบึง,หนองบึงเต็มไปด้วยกบ,rawa,Rawa itu penuh dengan katak.
glacier,The glacier is slowly melting.,빙하,빙하가 서서히 녹고 있어요.,氷河,氷河がゆっくり溶けている。,冰川,冰川正在慢慢融化。,glaciar,El glaciar se está derritiendo lentamente.,sông băng,Sông băng đang tan chảy từ từ.,ธารน้ำแข็ง,ธารน้ำแข็งกำลังละลายอย่างช้า ๆ,gletser,Gletser perlahan mencair.
peninsula,Italy is a famous peninsula.,반도,이탈리아는 유명한 반도예요.,半島,イタリアは有名な半島です。,半岛,意大利是一个著名的半岛。,península,Italia es una famosa península.,bán đảo,Ý là một bán đảo nổi tiếng.,คาบสมุทร,อิตาลีเป็นคาบสมุทรที่มีชื่อเสียง,semenanjung,Italia adalah semenanjung yang terkenal.
oasis,The travelers found an oasis in the desert.,오아시스,여행자들이 사막에서 오아시스를 찾았어요.,オアシス,旅人たちは砂漠でオアシスを見つけた。,绿洲,旅行者在沙漠中发现了一片绿洲。,oasis,Los viajeros encontraron un oasis en el desierto.,ốc đảo,Những người du hành tìm thấy ốc đảo trong sa mạc.,โอเอซิส,นักเดินทางพบโอเอซิสในทะเลทราย,oasis,Para pelancong menemukan oasis di gurun.
shopper,The mall was full of shoppers.,쇼핑객,쇼핑몰이 쇼핑객으로 가득했어요.,買い物客,ショッピングモールは買い物客でいっぱいだった。,购物者,商场里挤满了购物者。,comprador,El centro comercial estaba lleno de compradores.,người mua sắm,Trung tâm thương mại đầy người mua sắm.,นักช้อป,ห้างเต็มไปด้วยนักช้อป,pembeli,Mal penuh dengan pembeli.
brand,This is my favorite clothing brand.,브랜드,이것은 제가 가장 좋아하는 의류 브랜드예요.,ブランド,これは私のお気に入りの衣料品ブランドです。,品牌,这是我最喜欢的服装品牌。,marca,Esta es mi marca de ropa favorita.,thương hiệu,Đây là thương hiệu quần áo yêu thích của tôi.,แบรนด์,นี่คือแบรนด์เสื้อผ้าที่ฉันชอบที่สุด,merek,Ini adalah merek pakaian favorit saya.
coupon,Use this coupon for a free drink.,쿠폰,이 쿠폰으로 무료 음료를 받으세요.,クーポン,このクーポンを使って無料ドリンクをもらえます。,优惠券,用这张优惠券可以免费喝饮料。,cupón,Usa este cupón para una bebida gratis.,phiếu giảm giá,Dùng phiếu giảm giá này để được đồ uống miễn phí.,คูปอง,ใช้คูปองนี้สำหรับเครื่องดื่มฟรี,kupon,Gunakan kupon ini untuk minuman gratis.
exchange,I want to exchange this shirt for a bigger size.,교환,이 셔츠를 더 큰 사이즈로 교환하고 싶어요.,交換,このシャツをもっと大きいサイズに交換したい。,换; 兑换,我想把这件衬衫换成大一号的。,cambiar; intercambiar,Quiero cambiar esta camisa por una talla más grande.,đổi,Tôi muốn đổi chiếc áo này sang cỡ lớn hơn.,แลกเปลี่ยน,ฉันอยากแลกเสื้อตัวนี้เป็นไซส์ใหญ่ขึ้น,menukar,Saya ingin menukar kemeja ini dengan ukuran yang lebih besar.
cart,Put the groceries in the shopping cart.,카트; 장바구니,식료품을 장바구니에 넣으세요.,カート,食料品をショッピングカートに入れてください。,购物车,把食品放进购物车里。,carrito,Pon los víveres en el carrito de compras.,xe đẩy,Cho đồ tạp hóa vào xe đẩy.,รถเข็น,ใส่ของชำในรถเข็นซื้อของ,keranjang; troli,Taruh belanjaan di keranjang belanja.
label,Read the label before buying.,라벨; 상표,사기 전에 라벨을 읽으세요.,ラベル,買う前にラベルを読んでください。,标签,买之前先看标签。,etiqueta,Lee la etiqueta antes de comprar.,nhãn,Đọc nhãn trước khi mua.,ฉลาก,อ่านฉลากก่อนซื้อ,label,Baca label sebelum membeli.
sunrise,We watched the sunrise from the mountain.,일출,우리는 산에서 일출을 봤어요.,日の出,山から日の出を見た。,日出,我们在山上看了日出。,amanecer; salida del sol,Vimos el amanecer desde la montaña.,bình minh,Chúng tôi ngắm bình minh từ trên núi.,พระอาทิตย์ขึ้น,เราดูพระอาทิตย์ขึ้นจากภูเขา,matahari terbit,Kami menyaksikan matahari terbit dari gunung.
sunset,The sunset was beautiful tonight.,일몰; 노을,오늘 밤 노을이 아름다웠어요.,日没; 夕焼け,今夜の夕焼けは美しかった。,日落,今晚的日落很美。,puesta de sol; atardecer,La puesta de sol fue hermosa esta noche.,hoàng hôn,Hoàng hôn tối nay thật đẹp.,พระอาทิตย์ตก,พระอาทิตย์ตกสวยมากคืนนี้,matahari terbenam,Matahari terbenam indah malam ini.
hourly,The bus runs on an hourly schedule.,매시간의,버스는 매시간 운행해요.,毎時の; 一時間ごとの,バスは一時間ごとに運行しています。,每小时的,公交车每小时一班。,cada hora; por hora,El autobús tiene un horario cada hora.,hàng giờ,Xe buýt chạy theo lịch hàng giờ.,ทุกชั่วโมง,รถบัสวิ่งทุกชั่วโมง,setiap jam,Bus beroperasi setiap jam.
daily,I drink coffee daily.,매일의; 일상의,나는 매일 커피를 마셔요.,毎日の; 日常の,私は毎日コーヒーを飲みます。,每天的; 日常的,我每天喝咖啡。,diario; diariamente,Bebo café diariamente.,hàng ngày,Tôi uống cà phê hàng ngày.,ทุกวัน; ประจำวัน,ฉันดื่มกาแฟทุกวัน,setiap hari; harian,Saya minum kopi setiap hari.
weekly,We have a weekly team meeting.,주간의; 매주,우리는 매주 팀 회의가 있어요.,毎週の; 週間の,毎週チームミーティングがあります。,每周的,我们每周有一次团队会议。,semanal,Tenemos una reunión de equipo semanal.,hàng tuần,Chúng tôi có cuộc họp nhóm hàng tuần.,รายสัปดาห์,เรามีประชุมทีมรายสัปดาห์,mingguan,Kami memiliki rapat tim mingguan.
monthly,The rent is paid monthly.,월간의; 매달,월세는 매달 지불해요.,毎月の; 月間の,家賃は毎月支払います。,每月的,房租每月支付。,mensual,La renta se paga mensualmente.,hàng tháng,Tiền thuê nhà trả hàng tháng.,รายเดือน,ค่าเช่าจ่ายเป็นรายเดือน,bulanan,Sewa dibayar setiap bulan.
annual,The company has an annual party.,연간의; 매년,회사에는 매년 파티가 있어요.,年間の; 毎年の,会社には毎年パーティーがある。,每年的; 年度的,公司每年举办一次派对。,anual,La empresa tiene una fiesta anual.,hàng năm,Công ty có tiệc hàng năm.,ประจำปี,บริษัทมีงานเลี้ยงประจำปี,tahunan,Perusahaan mengadakan pesta tahunan.
