korean,english,alt,situation,note,category
교수님한테 이메일 보내야 하는데 뭐라고 쓰지,I need to email the professor but I don't know what to write.,I have to send the professor an email but I'm stuck on what to say.,이메일 고민,email etiquette 중요 - Dear Professor로 시작,학습
오늘 수업 장소 바뀌었대,I heard the classroom got changed for today.,Apparently we have a different room today.,장소 변경,classroom = lecture hall = 강의실,학습
선생님이 숙제 안 내줬으면 좋겠어,I hope the teacher doesn't assign any homework.,Please no homework today.,숙제 싫을 때,assign homework = 숙제를 내다,학습
학교 도서관 자리 맡으러 가야 해,"I need to go grab a seat at the school library.","I have to snag a spot at the library.",도서관 자리,grab/snag a seat = 자리를 차지하다,학습
오늘 체육 대신 자습이래,We have study hall instead of PE today.,PE is cancelled and we have a free period.,자습 시간,study hall = 자습시간 / PE = 체육,학습
이번 레포트 주제 뭐로 정했어?,What topic did you pick for the report?,Have you decided on your paper topic?,레포트 주제,topic = subject = theme 모두 주제,학습
전학 온 지 얼마 안 돼서 아직 적응 중이야,I just transferred here so I'm still adjusting.,I'm new to this school and still getting used to things.,전학 적응,transfer = 전학하다 / adjust = get used to = 적응하다,학습
수업 중에 발표하라고 해서 긴장됐어,"I had to present in class and I was so nervous.","The teacher called on me to present and I froze up.",발표 긴장,froze up = 긴장해서 얼어붙다,학습
이번 학기 교양 뭐 들어?,What electives are you taking this semester?,Which general courses did you sign up for?,교양 선택,elective = general education course = 교양 과목,학습
학교 축제 준비 때문에 수업에 집중이 안 돼,I can't focus on class because of the school festival prep.,"With the festival coming up, I can't concentrate on lectures.",집중 어려움,focus on = concentrate on = 집중하다,학습
담임선생님이 바뀌었어,We got a new homeroom teacher.,Our homeroom teacher changed.,담임 변경,homeroom teacher = 담임 선생님,학습
성적표 나왔는데 부모님한테 보여주기 무서워,"Report cards are out and I'm scared to show mine to my parents.","My grades came in and I'm dreading showing my parents.",성적표,report card = 성적표 / dread = 두려워하다,학습
학교 급식이 점점 나아지고 있어,The school lunch has been getting better lately.,Cafeteria food is actually improving.,학교 급식,school lunch = cafeteria food = 급식,학습
오늘 자리 바꿨는데 창가 자리야!,We switched seats today and I got a window seat!,I got moved to a window seat in the new seating chart!,자리 배치,seating chart = 좌석 배치도,학습
방과 후 수업 신청했어?,Did you sign up for after-school classes?,Are you enrolled in any after-school programs?,방과 후 수업,after-school class/program = 방과 후 수업,학습
교수님이 중간고사 범위 알려줬어?,Did the professor announce the midterm coverage?,Do we know what's on the midterm?,시험 범위,midterm coverage = 중간고사 범위,학습
이번에 중간고사 완전 망했어,I totally bombed the midterm.,I completely tanked the midterm exam.,시험 실패,bomb = tank = 시험을 망치다,학습
시험? 그거 완전 쉬웠어 껌이야,"The exam? It was a piece of cake.","That test was a breeze. I finished early.",쉬운 시험,a piece of cake / a breeze / a walk in the park,학습
기말고사 대비 스터디그룹 만들자,Let's form a study group for finals.,We should get a study group together for the final exam.,스터디그룹,study group = 스터디그룹 / finals = 기말고사,학습
토익 점수 몇 점이야?,What's your TOEIC score?,How did you do on the TOEIC?,토익 점수,TOEIC = Test of English for International Communication,학습
토플 준비 언제부터 시작했어?,When did you start preparing for the TOEFL?,How long have you been studying for the TOEFL?,토플 준비,TOEFL = Test of English as a Foreign Language,학습
이번 시험 커트라인이 몇 점이래?,What's the passing score for this exam?,Do you know the cutoff score?,합격선,passing score = cutoff score = 커트라인,학습
자격증 따려고 학원 다니고 있어,I'm going to a prep school to get certified.,I'm attending a cram school to prepare for my certification.,자격증 준비,prep school = cram school = 학원 / certification = 자격증,학습
시험 결과 발표가 다음 주래,They're announcing the exam results next week.,Test scores come out next week.,결과 발표,announce results = 결과를 발표하다,학습
합격했어! 드디어!,I passed! Finally!,I made it! After all that hard work!,합격 소식,pass = make it = 합격하다,학습
아깝게 떨어졌어 1점 차이로,I failed by just one point. So close.,I missed the cutoff by one point. Heartbreaking.,불합격,miss the cutoff = 커트라인에 미달하다,학습
재시험 볼 수 있대,Apparently we can retake the exam.,They said we get a second chance at the test.,재시험,retake = 재시험을 보다 / second chance = 두 번째 기회,학습
시험 범위가 너무 넓어서 어디서부터 해야 할지 모르겠어,"The exam covers so much material, I don't know where to start.",The scope of the test is overwhelming.,시험 범위,scope = coverage = 범위 / overwhelming = 압도적인,학습
객관식이면 좋겠는데 서술형이래,"I wish it were multiple choice, but it's essay-based.",I was hoping for multiple choice but it's all written answers.,시험 유형,multiple choice = 객관식 / essay-based = 서술형,학습
시험 볼 때 시간 배분을 잘해야 해,You need to manage your time well during the exam.,Time management is key on test day.,시험 팁,time management = 시간 관리/배분,학습
벼락치기로 시험 봤는데 생각보다 괜찮았어,"I crammed at the last minute and it went better than expected.","I studied last-minute and somehow pulled it off.",벼락치기 성공,cram = 벼락치기하다 / pull it off = 해내다,학습
모의고사 점수가 잘 안 나와,"My practice test scores aren't great.","I'm not doing well on the mock exams.",모의고사,practice test = mock exam = 모의고사,학습
시험지 받으면 일단 쉬운 문제부터 풀어,"When you get the test, start with the easy questions first.","Always tackle the easier problems before the hard ones.",시험 전략,tackle = 문제를 풀다/다루다,학습
이번 시험은 오픈북이래,This exam is open-book.,We're allowed to use our notes on this test.,오픈북,open-book exam = 자료 참고 가능 시험,학습
컨닝하다 걸리면 바로 퇴학이야,"If you get caught cheating, you'll be expelled immediately.",Cheating means instant expulsion if you're caught.,부정행위,cheat = 컨닝하다 / expel = 퇴학시키다,학습
시험 끝나면 뭐 하고 싶어?,What do you want to do after exams are over?,Any plans once finals are done?,시험 후 계획,after exams = once finals are done = 시험 끝나면,학습
수능 D-100이야 긴장된다,It's 100 days until the college entrance exam. I'm nervous.,The CSAT is 100 days away and I'm getting anxious.,수능 준비,CSAT = College Scholastic Ability Test = 수능,학습
자격증 유효기간이 있어서 갱신해야 해,The certification expires so I need to renew it.,My license has an expiration date and needs renewal.,자격증 갱신,renew = 갱신하다 / expiration date = 유효기간,학습
필기는 붙었는데 실기가 걱정이야,"I passed the written exam, but I'm worried about the practical.",I cleared the written part but the hands-on test is next.,필기/실기,written exam = 필기시험 / practical = hands-on test = 실기시험,학습
시험 전날에는 일찍 자는 게 좋아,You should get to bed early the night before the exam.,It's best to get a good night's sleep before a test.,시험 전날,get a good night's sleep = 충분히 잠을 자다,학습
기출문제 풀어보는 게 제일 효과적이야,Going through past exam questions is the most effective.,Practicing with previous test papers works best.,공부법,past exam questions = previous test papers = 기출문제,학습
시험 보러 가는 길에 연필 깜빡했어,"I forgot my pencil on the way to the exam.","I left my pencil behind heading to the test.",시험 준비물,forget = leave behind = 깜빡하다,학습
점수가 생각보다 잘 나와서 기뻐,I scored higher than I expected and I'm thrilled.,My score was better than I thought. I'm so happy.,좋은 결과,score higher than expected = 예상보다 점수가 잘 나오다,학습
이번 시험 평균이 엄청 낮대,I heard the average score on this test was really low.,Apparently the class average was terrible.,시험 평균,class average = 반 평균 / terrible = 형편없는,학습
오답 노트 정리하면 진짜 도움 돼,Keeping an error log really helps.,Reviewing your mistakes in a notebook is super useful.,오답 노트,error log = 오답 노트,학습
이 책 완전 재밌어 밤새 읽었어,This book is so good I stayed up all night reading it.,I couldn't put this book down. Read it cover to cover.,독서,couldn't put it down = 손에서 놓을 수 없었다,학습
노트 정리를 깔끔하게 해야 나중에 복습할 때 편해,"If you keep neat notes, it's easier to review later.","Clean notes make revision so much smoother.",노트 정리,neat notes = 깔끔한 노트 / revision = 복습,학습
암기 과목은 반복이 답이야,Repetition is the key for memorization-heavy subjects.,For subjects that require memorization the answer is repetition.,암기법,repetition = 반복 / memorization = 암기,학습
형광펜으로 밑줄 치면서 읽으면 잘 외워져,Highlighting as I read helps me remember better.,Using a highlighter while reading improves my retention.,공부법,highlighter = 형광펜 / retention = 기억력/암기력,학습
집중이 안 될 때는 장소를 바꿔봐,"When you can't focus, try changing your study spot.","If you're losing concentration, switch up your environment.",집중 팁,switch up = change = 바꾸다,학습
뽀모도로 기법 써봤어? 25분 공부 5분 쉬는 거,Have you tried the Pomodoro Technique? 25 minutes of study and 5 minutes of break.,Ever heard of Pomodoro? Study 25 then break for 5.,공부법,Pomodoro Technique = 뽀모도로 기법 (시간 관리법),학습
복습 안 하면 금방 까먹어,If you don't review you'll forget it fast.,Without revision the material fades quickly.,복습 중요,review = revision = 복습 / fade = 사라지다,학습
마인드맵으로 정리하면 한눈에 보여서 좋아,"Mind maps are great because you can see everything at a glance.","I like mind mapping because it gives you the big picture.",정리법,mind map = 마인드맵 / at a glance = 한눈에,학습
손으로 쓰면서 외우는 게 나한테 맞아,Writing things out by hand works best for me.,I'm the type who memorizes better by handwriting.,암기법,write out by hand = 손으로 쓰다,학습
카페에서 공부하면 더 집중 돼,I focus better when I study at a coffee shop.,Studying at a cafe helps me concentrate.,공부 장소,study spot = 공부 장소,학습
벼락치기는 하면 안 된다고 하면서도 맨날 해,I know cramming is bad but I end up doing it every time.,"They say don't cram, but here I am doing it again.",벼락치기,end up doing = 결국 ~하게 되다,학습
핵심만 추려서 요약 노트 만들어,Pull out the key points and make a summary note.,Just condense the main ideas into a cheat sheet.,요약 정리,condense = 압축하다 / cheat sheet = 요약 노트,학습
혼자 공부하는 것보다 같이 하면 더 잘 돼,Studying with others works better for me than studying alone.,I'm more productive when I study with someone.,공부법,productive = 생산적인,학습
소리 내서 읽으면 기억에 더 남아,Reading out loud helps it stick in your memory.,Saying things out loud makes them easier to remember.,암기법,read out loud = 소리 내어 읽다 / stick = 기억에 남다,학습
시험 전에 벼락치기하느라 밥도 못 먹었어,"I was cramming so hard before the exam, I didn't even eat.","I skipped meals to cram before the test.",벼락치기,skip meals = 밥을 거르다,학습
유튜브 공부법 영상 보다가 시간 다 갔어,I spent all my time watching study tip videos on YouTube.,I wasted hours watching study method videos instead of studying.,시간 낭비,study tips = 공부법 / instead of = ~대신에,학습
플래시카드로 단어 외우는 게 효율적이야,Flashcards are an efficient way to memorize vocabulary.,Using flashcards to learn words is really effective.,암기법,flashcard = 플래시카드 / efficient = 효율적인,학습
도서관에서 공부하면 분위기 때문에 더 집중 돼,The library atmosphere helps me focus better.,I concentrate better at the library because of the environment.,공부 장소,atmosphere = environment = 분위기,학습
밑줄만 치고 넘어가지 말고 이해하면서 읽어,"Don't just underline and move on—actually read to understand.","Don't passively highlight; actively comprehend the material.",공부법,actively comprehend = 능동적으로 이해하다,학습
잠자기 전에 한 번 더 보면 장기 기억에 좋대,Reviewing before bed is supposed to help with long-term memory.,They say going over material before sleep boosts retention.,암기법,long-term memory = 장기 기억 / boost = 향상시키다,학습
문제집 한 권을 여러 번 푸는 게 낫다,It's better to go through one workbook multiple times.,Repeating a single workbook beats doing several once.,공부법,workbook = 문제집 / beats = ~보다 낫다,학습
시험 전에 친구랑 서로 문제 내면서 공부했어,We quizzed each other before the exam.,My friend and I tested each other to study.,공부법,quiz each other = 서로 문제를 내다,학습
공부할 때 핸드폰 멀리 두는 게 최고야,The best thing is to keep your phone far away while studying.,Put your phone out of reach when you study.,집중 팁,out of reach = 손이 닿지 않는 곳에,학습
계획 세워서 공부하니까 훨씬 효율적이야,Having a study plan makes me way more efficient.,Planning my study sessions has boosted my productivity.,공부 계획,study plan = 공부 계획 / boost productivity = 생산성을 높이다,학습
전공이 뭐야?,What's your major?,What are you studying?,전공 질문,major = 전공 / What are you studying?도 전공을 물어볼 때 자주 씀,학습
이중전공 하려면 학점을 많이 들어야 해,You need to take a lot of credits if you want to double major.,Double majoring means a heavier course load.,이중전공,double major = 이중전공 / course load = 수강 학점 수,학습
장학금 받아서 등록금 걱정 없어,I got a scholarship so I don't have to worry about tuition.,My scholarship covers tuition so that's a relief.,장학금,scholarship = 장학금 / tuition = 등록금,학습
졸업 요건 다 채웠어?,Have you fulfilled all the graduation requirements?,Did you meet all the requirements to graduate?,졸업 요건,graduation requirements = 졸업 요건,학습
대학원 갈지 취업할지 고민 중이야,I'm torn between going to grad school and getting a job.,I can't decide whether to pursue a master's or start working.,진로 고민,grad school = graduate school = 대학원 / torn = 갈등하는,학습
논문 주제 정하는 게 제일 어려워,Choosing a thesis topic is the hardest part.,The toughest thing about a thesis is picking the subject.,논문,thesis = 논문 / dissertation은 박사 논문,학습
학비가 너무 비싸서 대출 받았어,Tuition was so expensive I had to take out a student loan.,I had to borrow money because the tuition was too high.,학자금 대출,student loan = 학자금 대출 / take out a loan = 대출을 받다,학습
교수님한테 추천서 부탁드려야 해,"I need to ask my professor for a letter of recommendation.","I have to request a reference letter from my professor.",추천서,letter of recommendation = reference letter = 추천서,학습
휴학하고 1년 쉬었어,I took a year off from school.,I went on a leave of absence for a year.,휴학,take a year off = leave of absence = 휴학,학습
복학하니까 적응이 잘 안 돼,"Coming back to school after a break, it's hard to readjust.",Returning after my leave of absence has been tough.,복학,readjust = 재적응하다 / return = 복학하다,학습
졸업 논문 마감이 코앞이야,My thesis deadline is right around the corner.,The due date for my dissertation is fast approaching.,논문 마감,right around the corner = 코앞인 / fast approaching = 빠르게 다가오는,학습
전공 바꾸고 싶은데 너무 늦은 것 같아,"I want to switch my major, but I think it's too late.","I'm thinking of changing majors, but I might be past the point.",전공 변경,switch/change one's major = 전공을 바꾸다,학습
학점은행제로 학위 따는 사람도 많아,A lot of people earn their degree through the credit bank system.,Many people get degrees through credit accumulation programs.,학점은행제,credit bank system = 학점은행제 / degree = 학위,학습
부전공으로 뭐 하고 있어?,What's your minor?,What are you minoring in?,부전공,minor = 부전공,학습
교환학생 다녀온 학점도 인정돼,Credits from exchange programs are recognized.,Study abroad credits transfer over.,학점 인정,credits transfer = 학점이 인정되다,학습
졸업까지 몇 학기 남았어?,How many semesters do you have left until graduation?,When do you graduate?,졸업 시기,semester = 학기 / graduate = 졸업하다,학습
캠퍼스 투어 해봤어?,Have you taken a campus tour?,Did you get a chance to look around campus?,캠퍼스,campus tour = 캠퍼스 투어,학습
기숙사 생활 어때?,How's dorm life?,What's living in the dorms like?,기숙사,dorm = dormitory = 기숙사,학습
대학원 입시 준비가 취업 준비만큼 힘들어,Preparing for grad school admissions is as hard as job hunting.,Applying to grad school is just as tough as finding a job.,대학원 입시,admissions = 입학 / job hunting = 취업 준비,학습
석사 논문 쓰느라 잠을 못 잤어,"I couldn't sleep because I was working on my master's thesis.","I've been losing sleep over my master's thesis.",석사 논문,master's thesis = 석사 논문,학습
학위 수여식 언제야?,When is the graduation ceremony?,What's the date for commencement?,졸업식,graduation ceremony = commencement = 학위 수여식,학습
조교 하면 등록금 면제 받을 수 있어,"If you work as a teaching assistant, you can get a tuition waiver.","Being a TA comes with a tuition waiver.",조교,teaching assistant (TA) = 조교 / tuition waiver = 등록금 면제,학습
학부 때와 대학원은 완전 다른 세계야,Undergrad and grad school are two completely different worlds.,Graduate school is a whole different ball game from undergrad.,대학원 생활,undergrad = 학부 / a different ball game = 완전 다른 것,학습
인턴십 하면서 수업도 들으려니 체력이 안 돼,"Doing an internship and taking classes at the same time is physically exhausting.","Juggling an internship and coursework is draining.",인턴십,juggle = 여러 일을 동시에 하다 / draining = 지치는,학습
졸업 후 진로가 막막해,I have no idea what to do after graduation.,I'm clueless about my career path after I graduate.,진로 고민,career path = 진로 / clueless = 전혀 모르는,학습
지도교수님이 논문 수정을 또 요청하셨어,My advisor asked for more revisions on my thesis.,My supervisor wants me to revise the paper again.,논문 수정,advisor = supervisor = 지도교수 / revision = 수정,학습
영어 발음이 너무 어려워,English pronunciation is so hard.,I really struggle with English pronunciation.,발음 어려움,pronunciation = 발음 / struggle with = ~에 어려움을 겪다,학습
영어 회화 연습할 사람 없어?,Is there anyone who wants to practice English conversation?,Anyone up for some English speaking practice?,회화 연습,practice conversation = speaking practice = 회화 연습,학습
문법은 아는데 말이 안 나와,"I know the grammar, but I can't get the words out.","I understand the grammar, but I freeze when I try to speak.",스피킹 고민,get the words out = 말이 나오다 / freeze = 얼어붙다,학습
리스닝이 제일 어려워 빨리 말하면 못 알아듣겠어,Listening is the hardest part. I can't catch it when they speak fast.,I struggle most with listening comprehension at native speed.,리스닝,listening comprehension = 듣기 이해력 / native speed = 원어민 속도,학습
영어 원서 읽고 있는데 모르는 단어가 너무 많아,"I'm reading an English book, but there are so many words I don't know.","I started reading in English but I keep running into unfamiliar vocab.",원서 읽기,run into = 마주치다 / unfamiliar vocab = 모르는 어휘,학습
매일 영어 일기 쓰면 작문 실력이 늘어,Writing an English diary every day improves your writing skills.,Daily journaling in English boosts your writing ability.,작문 연습,journaling = 일기 쓰기 / boost = 향상시키다,학습
원어민이랑 대화하면 긴장돼서 실력 발휘가 안 돼,"When I talk to native speakers, I get nervous and can't perform well.","I clam up around native speakers and forget everything I know.",원어민 대화,clam up = 긴장해서 말을 못 하다,학습
영어 자막 없이 영화 보는 게 목표야,My goal is to watch movies without English subtitles.,I want to get to the point where I don't need subtitles.,영어 목표,subtitles = 자막 / get to the point = 그 수준에 이르다,학습
이 표현 영어로 뭐라고 해?,How do you say this in English?,What's the English word for this?,표현 질문,How do you say ~ in English? = ~를 영어로 뭐라고 해?,학습
영영사전으로 찾아보는 습관을 들여야 해,"You should get into the habit of using an English-English dictionary.","Try to make it a habit to look words up in an English-only dictionary.",사전 활용,get into the habit of = ~하는 습관을 들이다,학습
쉐도잉 하면 발음이 진짜 좋아져,Shadowing really improves your pronunciation.,Your pronunciation gets way better with shadowing practice.,쉐도잉,shadowing = 따라 말하기 연습법,학습
미드 보면서 영어 공부하는 게 제일 재밌어,Studying English through American TV shows is the most fun.,Watching American dramas is my favorite way to learn English.,영어 공부,American TV show = 미드(미국 드라마),학습
이 단어 발음이 맨날 헷갈려,I always get confused about how to pronounce this word.,This word's pronunciation trips me up every time.,발음 혼동,trip someone up = 헷갈리게 하다,학습
영어 어휘력을 늘리고 싶어,I want to expand my English vocabulary.,I need to build up my word bank.,어휘력,expand vocabulary = build up word bank = 어휘력을 늘리다,학습
프리토킹 수업 들어봤어?,Have you ever taken a free talking class?,Have you tried a conversation-based English class?,프리토킹,free talking = conversation class = 프리토킹 수업,학습
영어로 생각하는 연습을 해야 해,You need to practice thinking in English.,Try to train yourself to think in English directly.,영어 사고,think in English = 영어로 생각하다,학습
이 문장 문법적으로 맞아?,Is this sentence grammatically correct?,Does this sentence work grammar-wise?,문법 확인,grammatically correct = 문법적으로 맞는,학습
영어 뉴스 듣기가 리스닝에 도움 많이 돼,Listening to English news really helps with listening skills.,English news broadcasts are great for improving listening.,리스닝 연습,news broadcast = 뉴스 방송,학습
전치사가 영어에서 제일 헷갈려,"Prepositions are the most confusing part of English for me.","I get tripped up by English prepositions more than anything.",문법 어려움,preposition = 전치사,학습
외국인 친구 사귀면 영어가 빨리 늘어,"If you make foreign friends, your English improves fast.","Having international friends speeds up your English learning.",영어 향상,speed up = 빠르게 하다 / improve = 향상되다,학습
영어 슬랭은 교과서에서 안 가르쳐줘,They don't teach English slang in textbooks.,Textbooks never cover English slang.,슬랭,slang = 속어/비격식 표현,학습
원어민처럼 자연스럽게 말하고 싶어,I want to speak as naturally as a native speaker.,I wish I could speak English as fluently as a native.,목표,speak naturally = speak fluently = 자연스럽게/유창하게 말하다,학습
인강 들으면서 출퇴근 시간을 활용해,I listen to online lectures during my commute.,I make the most of my commute by watching online courses.,인강 활용,commute = 출퇴근 / make the most of = 최대한 활용하다,학습
유튜브에 무료 강의가 엄청 많아,There are so many free lectures on YouTube.,YouTube has tons of free educational content.,유튜브 학습,educational content = 교육 콘텐츠,학습
공부 앱 추천해줄 수 있어?,Can you recommend any study apps?,Know any good learning apps?,앱 추천,recommend = 추천하다 / learning app = 공부 앱,학습
온라인 강의는 자기 페이스로 할 수 있어서 좋아,Online courses are nice because you can go at your own pace.,I like e-learning because it's self-paced.,온라인 강의,at your own pace = self-paced = 자기 속도에 맞게,학습
MOOC 플랫폼에서 해외 대학 수업 들을 수 있어,You can take university courses from abroad on MOOC platforms.,MOOC platforms give you access to courses from top universities.,MOOC,MOOC = Massive Open Online Course,학습
코세라에서 수료증 받았어,I got a certificate from Coursera.,I earned a completion certificate on Coursera.,온라인 수료,certificate = 수료증 / earn = 받다/취득하다,학습
인강 배속으로 들으면 시간 절약 돼,Watching online lectures at faster speed saves time.,Playing lectures at 1.5x or 2x speed is a huge time saver.,배속 듣기,at faster speed = 배속으로 / time saver = 시간을 절약해주는 것,학습
줌 수업이 대면 수업보다 집중이 안 돼,I find it harder to focus on Zoom classes than in-person ones.,Online classes via Zoom are harder to concentrate in than face-to-face.,온라인 수업,in-person = face-to-face = 대면의,학습
인터넷 강의 결제하고 한 번도 안 들었어,"I paid for an online course and never watched a single lesson.","I bought a course online and it's been sitting there untouched.",인강 결제,untouched = 손도 안 댄,학습
에듀테크 덕분에 공부 방법이 많이 바뀌었어,EdTech has really changed the way we study.,Educational technology has transformed how we learn.,에듀테크,EdTech = Educational Technology = 에듀테크,학습
팟캐스트로 출퇴근 시간에 공부해,I study by listening to podcasts during my commute.,Podcasts make my commute productive.,팟캐스트,podcast = 팟캐스트 / productive = 생산적인,학습
AI 튜터 앱이 요즘 대세야,AI tutor apps are all the rage these days.,AI-powered tutoring apps are trending right now.,AI 학습,all the rage = trending = 대세인/유행하는,학습
온라인으로 코딩 부트캠프 수료했어,I completed an online coding bootcamp.,I finished a virtual coding bootcamp program.,코딩 학습,bootcamp = 부트캠프 (집중 교육과정),학습
실시간 강의랑 녹화 강의 중에 뭐가 나아?,Which is better—live lectures or recorded ones?,Do you prefer live streaming classes or pre-recorded ones?,강의 유형,live = 실시간 / recorded = pre-recorded = 녹화된,학습
요즘은 인강으로도 충분히 배울 수 있어,These days you can learn plenty from online courses alone.,Online lectures are more than enough to learn from nowadays.,온라인 학습,plenty = more than enough = 충분히,학습
화면 공유하면서 같이 공부하자,Let's study together with screen sharing.,Want to share screens and study as a group?,온라인 스터디,screen sharing = 화면 공유,학습
인강 사이트 구독료가 점점 올라가네,"Online learning site subscription fees keep going up.","The price of online course subscriptions keeps increasing.",구독료,subscription fee = 구독료,학습
유데미에서 세일할 때 강의 몇 개 샀어,I bought a few courses on Udemy when they had a sale.,I snagged some Udemy courses during a discount event.,온라인 강의,snag = 재빨리 사다 / discount = 할인,학습
팀프로젝트 하는데 무임승차하는 애가 있어,There's a freeloader in our group project.,Someone in our team is slacking off and letting us do all the work.,무임승차,freeloader = 무임승차하는 사람 / slack off = 게으름 피우다,학습
발표 준비 다 했어?,Are you ready for the presentation?,Have you finished preparing your presentation?,발표 준비,presentation = 발표 / prepare = 준비하다,학습
사람들 앞에서 발표하면 떨려,I get nervous presenting in front of people.,Public speaking makes me anxious.,발표 긴장,public speaking = 대중 앞에서 말하기 / anxious = 불안한,학습
토론에서 내 의견을 논리적으로 말해야 해,You need to present your argument logically in a debate.,In a debate you have to make your case with solid reasoning.,토론,argument = 주장 / reasoning = 논리/추론,학습
팀원들이랑 역할 분담 어떻게 할 거야?,How are we dividing up the roles among team members?,How should we split up the tasks?,역할 분담,divide up roles = split up tasks = 역할을 나누다,학습
발표 자료 PPT로 만들어야 돼,I need to make a PowerPoint for the presentation.,We have to create slides for our talk.,발표 자료,slides = 슬라이드 / PowerPoint = PPT,학습
토론할 때 상대방 말을 끊으면 안 돼,"In a debate, you shouldn't interrupt the other person.",Don't cut people off when they're speaking in a discussion.,토론 예절,interrupt = cut off = 말을 끊다,학습
이번 팀플에서 리더 맡았어,I'm the team leader for this group project.,I got assigned the leader role for our team assignment.,팀 리더,team leader = 팀장/리더,학습
발표 피드백이 긍정적이어서 기분 좋았어,The feedback on my presentation was positive and I felt great.,I got good reviews on my talk and it boosted my confidence.,발표 피드백,feedback = 피드백 / boost confidence = 자신감을 높이다,학습
