deixis,"Deixis involves linguistic expressions whose interpretation depends on the spatial or temporal context of the utterance.",직시,"직시는 해석이 발화의 공간적 또는 시간적 맥락에 의존하는 언어 표현을 포함한다.",ダイクシス,ダイクシスは解釈が発話の空間的または時間的文脈に依存する言語表現を含む。,指示,指示涉及其解释取决于话语的空间或时间语境的语言表达。,deixis,La deixis involucra expresiones lingüísticas cuya interpretación depende del contexto espacial o temporal del enunciado.,chỉ thị,Chỉ thị liên quan đến các biểu thức ngôn ngữ mà việc diễn giải phụ thuộc vào ngữ cảnh không gian hoặc thời gian của phát ngôn.,การชี้บอก,การชี้บอกเกี่ยวข้องกับนิพจน์ทางภาษาที่การตีความขึ้นอยู่กับบริบทเชิงพื้นที่หรือเชิงเวลาของถ้อยคำ,deiksis,Deiksis melibatkan ekspresi linguistik yang interpretasinya bergantung pada konteks spasial atau temporal ujaran.
anaphor,"An anaphor refers back to a previously mentioned entity in the discourse to maintain textual cohesion.",조응어,"조응어는 텍스트의 응집력을 유지하기 위해 담화에서 이전에 언급된 개체를 다시 지시한다.",照応語,照応語はテキストの結束性を維持するために談話で以前に言及された実体を再び指す。,回指,回指指向话语中先前提到的实体以维持文本的衔接性。,anáfora,Una anáfora se refiere a una entidad previamente mencionada en el discurso para mantener la cohesión textual.,hồi chỉ,Hồi chỉ đề cập lại một thực thể đã được đề cập trước đó trong diễn ngôn để duy trì sự liên kết văn bản.,คำอ้างอิงย้อนกลับ,คำอ้างอิงย้อนกลับอ้างถึงสิ่งที่กล่าวถึงก่อนหน้าในวาทกรรมเพื่อรักษาความเชื่อมโยงของข้อความ,anafora,Anafora merujuk kembali pada entitas yang disebutkan sebelumnya dalam wacana untuk menjaga kohesi tekstual.
typological classification,"Typological classification groups languages by shared structural features rather than common historical ancestry.",유형적 분류,"유형적 분류는 공통 역사적 조상이 아닌 공유된 구조적 특징에 따라 언어를 분류한다.",類型論的分類,類型論的分類は共通の歴史的祖先ではなく共有される構造的特徴によって言語を分類する。,类型学分类,类型学分类根据共有的结构特征而非共同的历史渊源对语言进行分组。,clasificación tipológica,La clasificación tipológica agrupa lenguas por características estructurales compartidas en lugar de ascendencia histórica común.,phân loại loại hình,Phân loại loại hình nhóm các ngôn ngữ theo các đặc điểm cấu trúc chung thay vì nguồn gốc lịch sử chung.,การจำแนกประเภทเชิงลักษณะ,การจำแนกประเภทเชิงลักษณะจัดกลุ่มภาษาตามลักษณะโครงสร้างร่วมแทนที่จะเป็นบรรพบุรุษทางประวัติศาสตร์ร่วม,klasifikasi tipologis,Klasifikasi tipologis mengelompokkan bahasa berdasarkan fitur struktural bersama daripada leluhur historis yang sama.
enculturation,"Enculturation is the gradual process by which children internalize the norms and values of their surrounding culture.",문화화,"문화화는 아이들이 주변 문화의 규범과 가치를 점진적으로 내면화하는 과정이다.",文化化,文化化は子供が周囲の文化の規範と価値を徐々に内面化するプロセスである。,文化习得,文化习得是儿童逐渐内化周围文化规范和价值观的过程。,enculturación,La enculturación es el proceso gradual mediante el cual los niños internalizan las normas y valores de la cultura circundante.,quá trình tiếp thu văn hóa,Quá trình tiếp thu văn hóa là quá trình dần dần mà trẻ em nội tâm hóa các chuẩn mực và giá trị của văn hóa xung quanh.,การซึมซับวัฒนธรรม,การซึมซับวัฒนธรรมคือกระบวนการที่เด็กค่อยๆ ซึมซับบรรทัดฐานและค่านิยมของวัฒนธรรมรอบข้าง,enkulturasi,Enkulturasi adalah proses bertahap di mana anak-anak menginternalisasi norma dan nilai budaya sekitar mereka.
greenwashing,"Greenwashing misleads consumers by exaggerating the environmental benefits of products through deceptive marketing practices.",그린워싱,"그린워싱은 기만적인 마케팅 관행을 통해 제품의 환경적 이점을 과장하여 소비자를 오도한다.",グリーンウォッシング,グリーンウォッシングは欺瞞的なマーケティング手法を通じて製品の環境上の利点を誇張し消費者を誤解させる。,漂绿,漂绿通过欺骗性营销手段夸大产品的环保效益来误导消费者。,lavado verde,El lavado verde engaña a los consumidores exagerando los beneficios ambientales de los productos mediante prácticas de marketing engañosas.,tẩy xanh,Tẩy xanh đánh lừa người tiêu dùng bằng cách phóng đại lợi ích môi trường của sản phẩm thông qua các thủ đoạn tiếp thị gian dối.,การฟอกเขียว,การฟอกเขียวหลอกลวงผู้บริโภคโดยการพูดเกินจริงเกี่ยวกับประโยชน์ด้านสิ่งแวดล้อมของผลิตภัณฑ์ผ่านการตลาดที่หลอกลวง,pencucian hijau,Pencucian hijau menyesatkan konsumen dengan membesar-besarkan manfaat lingkungan produk melalui praktik pemasaran yang menipu.
carbon neutrality,"Achieving carbon neutrality requires balancing total emissions with equivalent carbon dioxide removal from the atmosphere.",탄소 중립,"탄소 중립을 달성하려면 총 배출량과 대기에서의 동등한 이산화탄소 제거의 균형을 맞춰야 한다.",カーボンニュートラル,カーボンニュートラルの達成は総排出量と大気からの同等の二酸化炭素除去のバランスを取ることを必要とする。,碳中和,实现碳中和需要将总排放量与从大气中等量去除二氧化碳之间取得平衡。,neutralidad de carbono,Lograr la neutralidad de carbono requiere equilibrar las emisiones totales con la eliminación equivalente de dióxido de carbono de la atmósfera.,trung hòa carbon,Đạt được trung hòa carbon đòi hỏi phải cân bằng tổng lượng phát thải với lượng carbon dioxide tương đương được loại bỏ khỏi khí quyển.,ความเป็นกลางทางคาร์บอน,การบรรลุความเป็นกลางทางคาร์บอนต้องสร้างสมดุลระหว่างการปล่อยก๊าซทั้งหมดกับการกำจัดคาร์บอนไดออกไซด์ที่เทียบเท่าจากชั้นบรรยากาศ,netralitas karbon,Mencapai netralitas karbon memerlukan keseimbangan antara total emisi dengan penghilangan karbon dioksida yang setara dari atmosfer.
environmental justice,"Environmental justice movements advocate for the equitable distribution of environmental burdens across all communities.",환경 정의,"환경 정의 운동은 모든 지역사회에 걸친 환경적 부담의 공평한 분배를 옹호한다.",環境正義,環境正義運動はすべてのコミュニティにわたる環境負荷の公平な分配を提唱する。,环境正义,环境正义运动倡导在所有社区之间公平分配环境负担。,justicia ambiental,Los movimientos de justicia ambiental abogan por la distribución equitativa de las cargas ambientales en todas las comunidades.,công bằng môi trường,Các phong trào công bằng môi trường ủng hộ sự phân bổ công bằng gánh nặng môi trường giữa tất cả các cộng đồng.,ความยุติธรรมด้านสิ่งแวดล้อม,ขบวนการความยุติธรรมด้านสิ่งแวดล้อมสนับสนุนการกระจายภาระด้านสิ่งแวดล้อมอย่างเท่าเทียมในทุกชุมชน,keadilan lingkungan,Gerakan keadilan lingkungan mengadvokasi distribusi beban lingkungan yang adil di semua komunitas.
lexical semantics,"Lexical semantics investigates the systematic relationships among word meanings including synonymy and antonymy.",어휘 의미론,"어휘 의미론은 동의어와 반의어를 포함한 단어 의미 간의 체계적 관계를 조사한다.",語彙意味論,語彙意味論は同義語や反義語を含む語の意味間の体系的な関係を調査する。,词汇语义学,词汇语义学研究词义之间的系统关系包括同义和反义。,semántica léxica,La semántica léxica investiga las relaciones sistemáticas entre los significados de las palabras incluyendo la sinonimia y la antonimia.,ngữ nghĩa từ vựng,Ngữ nghĩa từ vựng nghiên cứu các mối quan hệ có hệ thống giữa các nghĩa của từ bao gồm đồng nghĩa và trái nghĩa.,อรรถศาสตร์คำศัพท์,อรรถศาสตร์คำศัพท์ศึกษาความสัมพันธ์ที่เป็นระบบระหว่างความหมายของคำรวมถึงการเป็นคำพ้องความหมายและคำตรงข้าม,semantik leksikal,Semantik leksikal menyelidiki hubungan sistematis antara makna kata termasuk sinonimi dan antonimi.
creolization,"Creolization transforms a simplified pidgin into a fully developed native language with complex grammatical structures.",크레올화,"크레올화는 단순화된 피진어를 복잡한 문법 구조를 갖춘 완전히 발달된 모국어로 변환한다.",クレオール化,クレオール化は簡略化されたピジンを複雑な文法構造を持つ完全に発達した母語に変換する。,克里奥尔化,克里奥尔化将简化的皮钦语转变为具有复杂语法结构的完全发展的母语。,criollización,La criollización transforma un pidgin simplificado en una lengua nativa completamente desarrollada con estructuras gramaticales complejas.,sự hình thành ngôn ngữ creole,Sự hình thành ngôn ngữ creole biến đổi một ngôn ngữ pidgin đơn giản hóa thành một ngôn ngữ mẹ đẻ phát triển đầy đủ với cấu trúc ngữ pháp phức tạp.,การเกิดภาษาครีโอล,การเกิดภาษาครีโอลเปลี่ยนภาษาผสมที่เรียบง่ายให้เป็นภาษาแม่ที่พัฒนาเต็มที่พร้อมโครงสร้างไวยากรณ์ที่ซับซ้อน,kreolisasi,Kreolisasi mengubah pidgin yang disederhanakan menjadi bahasa asli yang berkembang penuh dengan struktur gramatikal yang kompleks.
ecosystem services,"Ecosystem services such as pollination and water purification underpin human economic activity and well-being.",생태계 서비스,"수분매개와 수질정화와 같은 생태계 서비스는 인간의 경제 활동과 복지를 뒷받침한다.",生態系サービス,受粉や水質浄化などの生態系サービスは人間の経済活動と福祉を支えている。,生态系统服务,授粉和水质净化等生态系统服务支撑着人类的经济活动和福祉。,servicios ecosistémicos,Los servicios ecosistémicos como la polinización y la purificación del agua sustentan la actividad económica y el bienestar humano.,dịch vụ hệ sinh thái,Các dịch vụ hệ sinh thái như thụ phấn và lọc nước là nền tảng cho hoạt động kinh tế và phúc lợi của con người.,บริการระบบนิเวศ,บริการระบบนิเวศเช่นการผสมเกสรและการทำให้น้ำบริสุทธิ์สนับสนุนกิจกรรมทางเศรษฐกิจและความเป็นอยู่ที่ดีของมนุษย์,jasa ekosistem,Jasa ekosistem seperti penyerbukan dan pemurnian air menopang aktivitas ekonomi dan kesejahteraan manusia.
anthropocene,"The Anthropocene designates the current geological epoch in which human activity is the dominant force shaping the planet.",인류세,"인류세는 인간 활동이 지구를 형성하는 지배적인 힘인 현재의 지질학적 시대를 지칭한다.",人新世,人新世は人間の活動が地球を形成する支配的な力である現在の地質学的時代を指す。,人类世,人类世指的是人类活动成为塑造地球主导力量的当前地质时代。,Antropoceno,El Antropoceno designa la época geológica actual en la que la actividad humana es la fuerza dominante que moldea el planeta.,thế Nhân sinh,Thế Nhân sinh chỉ kỷ nguyên địa chất hiện tại trong đó hoạt động của con người là lực lượng chủ đạo định hình hành tinh.,มนุษยสมัย,มนุษยสมัยหมายถึงยุคทางธรณีวิทยาปัจจุบันที่กิจกรรมของมนุษย์เป็นแรงผลักดันหลักในการกำหนดรูปร่างของโลก,Antroposen,Antroposen menandai zaman geologi saat ini di mana aktivitas manusia adalah kekuatan dominan yang membentuk planet ini.
derivative,"The financial derivative was priced using a stochastic volatility model.",파생상품,"그 금융 파생상품은 확률적 변동성 모델을 사용하여 가격이 책정되었다.",デリバティブ,"その金融デリバティブは確率的ボラティリティモデルを用いて価格設定された。",衍生品,"该金融衍生品使用随机波动率模型定价。",derivado,"El derivado financiero fue valorado usando un modelo de volatilidad estocástica.",phái sinh,"Sản phẩm phái sinh tài chính được định giá bằng mô hình biến động ngẫu nhiên.",อนุพันธ์,"อนุพันธ์ทางการเงินถูกกำหนดราคาโดยใช้แบบจำลองความผันผวนเชิงสุ่ม",derivatif,"Derivatif keuangan tersebut dihargai menggunakan model volatilitas stokastik."
securitization,"Securitization of mortgage-backed assets contributed to the 2008 financial crisis.",증권화,"주택담보자산의 증권화는 2008년 금융 위기에 기여했다.",証券化,"住宅ローン担保資産の証券化は2008年の金融危機に寄与した。",证券化,"抵押支持资产的证券化促成了2008年金融危机。",titulización,"La titulización de activos respaldados por hipotecas contribuyó a la crisis financiera de 2008.",chứng khoán hóa,"Chứng khoán hóa tài sản thế chấp đã góp phần vào cuộc khủng hoảng tài chính 2008.",การแปลงสินทรัพย์เป็นหลักทรัพย์,"การแปลงสินทรัพย์เป็นหลักทรัพย์ของสินทรัพย์ค้ำประกันจำนองมีส่วนทำให้เกิดวิกฤตการเงินปี 2008",sekuritisasi,"Sekuritisasi aset berbasis hipotek berkontribusi pada krisis keuangan 2008."
collateralization,"The collateralization ratio must exceed 150% to maintain the leveraged position.",담보설정,"레버리지 포지션을 유지하기 위해 담보설정 비율은 150%를 초과해야 한다.",担保設定,"レバレッジポジションを維持するために担保設定比率は150%を超えなければならない。",抵押率,"抵押率必须超过150%才能维持杠杆头寸。",colateralización,"El ratio de colateralización debe superar el 150% para mantener la posición apalancada.",thế chấp,"Tỷ lệ thế chấp phải vượt quá 150% để duy trì vị thế đòn bẩy.",การค้ำประกัน,"อัตราส่วนการค้ำประกันต้องเกิน 150% เพื่อรักษาตำแหน่งเลเวอเรจ",kolateralisasi,"Rasio kolateralisasi harus melebihi 150% untuk mempertahankan posisi leverage."
hemostasis,"Disrupted hemostasis in the patient led to prolonged bleeding after the surgical procedure.",지혈,"환자의 지혈 장애로 수술 후 출혈이 지속되었다.",止血,"患者の止血機能の障害により術後出血が長引いた。",止血,"患者止血功能紊乱导致术后出血延长。",hemostasia,"La hemostasia alterada en el paciente provocó un sangrado prolongado tras el procedimiento quirúrgico.",cầm máu,"Rối loạn cầm máu ở bệnh nhân dẫn đến chảy máu kéo dài sau phẫu thuật.",การห้ามเลือด,"การห้ามเลือดที่ถูกรบกวนในผู้ป่วยนำไปสู่การมีเลือดออกเป็นเวลานานหลังการผ่าตัด",hemostasis,"Hemostasis yang terganggu pada pasien menyebabkan perdarahan berkepanjangan setelah prosedur bedah."
pharmacokinetics,"The pharmacokinetics of the new drug showed rapid absorption and a long half-life.",약물동태학,"새 약물의 약물동태학은 빠른 흡수와 긴 반감기를 보여주었다.",薬物動態学,"新薬の薬物動態学は迅速な吸収と長い半減期を示した。",药代动力学,"新药的药代动力学显示出快速吸收和较长的半衰期。",farmacocinética,"La farmacocinética del nuevo fármaco mostró una absorción rápida y una vida media larga.",dược động học,"Dược động học của thuốc mới cho thấy sự hấp thu nhanh và thời gian bán hủy dài.",เภสัชจลนศาสตร์,"เภสัชจลนศาสตร์ของยาใหม่แสดงการดูดซึมที่รวดเร็วและค่าครึ่งชีวิตที่ยาวนาน",farmakokinetik,"Farmakokinetik obat baru menunjukkan penyerapan cepat dan waktu paruh yang panjang."
angiogenesis,"Tumor angiogenesis provides the blood supply necessary for malignant growth beyond a few millimeters.",혈관신생,"종양 혈관신생은 수 밀리미터 이상의 악성 성장에 필요한 혈액 공급을 제공한다.",血管新生,"腫瘍の血管新生は数ミリメートルを超える悪性増殖に必要な血液供給を提供する。",血管生成,"肿瘤血管生成为超过几毫米的恶性生长提供所需的血液供应。",angiogénesis,"La angiogénesis tumoral proporciona el suministro de sangre necesario para el crecimiento maligno más allá de unos pocos milímetros.",tân sinh mạch,"Tân sinh mạch khối u cung cấp nguồn máu cần thiết cho sự phát triển ác tính vượt quá vài milimet.",การสร้างหลอดเลือดใหม่,"การสร้างหลอดเลือดใหม่ของเนื้องอกให้เลือดที่จำเป็นสำหรับการเจริญเติบโตของมะเร็งเกินกว่าไม่กี่มิลลิเมตร",angiogenesis,"Angiogenesis tumor menyediakan suplai darah yang diperlukan untuk pertumbuhan ganas melebihi beberapa milimeter."
indemnification,"The indemnification clause protected the corporation from third-party liability claims.",면책,"면책 조항은 제3자 책임 청구로부터 기업을 보호했다.",免責,"免責条項は第三者の責任請求から企業を保護した。",赔偿,"赔偿条款保护公司免受第三方责任索赔。",indemnización,"La cláusula de indemnización protegía a la corporación de reclamaciones de responsabilidad de terceros.",bồi thường,"Điều khoản bồi thường bảo vệ công ty khỏi các yêu cầu trách nhiệm của bên thứ ba.",การชดใช้ค่าเสียหาย,"ข้อกำหนดการชดใช้ค่าเสียหายปกป้องบริษัทจากการเรียกร้องความรับผิดของบุคคลที่สาม",ganti rugi,"Klausul ganti rugi melindungi korporasi dari klaim tanggung jawab pihak ketiga."
promulgation,"The promulgation of the new environmental regulations sparked intense debate in parliament.",공포,"새로운 환경 규정의 공포는 의회에서 격렬한 논쟁을 촉발했다.",公布,"新しい環境規制の公布は議会で激しい議論を引き起こした。",颁布,"新环境法规的颁布在议会引发了激烈的辩论。",promulgación,"La promulgación de las nuevas regulaciones ambientales generó un intenso debate en el parlamento.",ban hành,"Việc ban hành các quy định môi trường mới đã gây ra cuộc tranh luận gay gắt trong quốc hội.",การประกาศใช้,"การประกาศใช้กฎระเบียบด้านสิ่งแวดล้อมใหม่จุดชนวนการอภิปรายอย่างเข้มข้นในรัฐสภา",pengundangan,"Pengundangan regulasi lingkungan baru memicu perdebatan sengit di parlemen."
chiasmus,"Kennedy's famous chiasmus urged citizens to prioritize national service over personal gain.",교차대구법,"케네디의 유명한 교차대구법은 시민들에게 개인적 이익보다 국가 봉사를 우선시할 것을 촉구했다.",交差対句法,"ケネディの有名な交差対句法は市民に個人的利益よりも国家への奉仕を優先するよう促した。",交错排列,"肯尼迪著名的交错排列敦促公民将国家服务置于个人利益之上。",quiasmo,"El famoso quiasmo de Kennedy instó a los ciudadanos a priorizar el servicio nacional sobre el beneficio personal.",phép giao hoán,"Phép giao hoán nổi tiếng của Kennedy kêu gọi công dân ưu tiên phụng sự quốc gia hơn lợi ích cá nhân.",การสลับถ้อยคำ,"การสลับถ้อยคำอันโด่งดังของเคนเนดีเรียกร้องให้พลเมืองให้ความสำคัญกับการรับใช้ชาติมากกว่าผลประโยชน์ส่วนตัว",kiasmus,"Kiasmus terkenal Kennedy mendesak warga untuk memprioritaskan pelayanan nasional di atas keuntungan pribadi."
periphrasis,"The diplomat employed periphrasis to avoid directly naming the hostile nation.",우회적 표현,"외교관은 적대국을 직접적으로 명명하는 것을 피하기 위해 우회적 표현을 사용했다.",婉曲法,"外交官は敵対国の名を直接挙げることを避けるために婉曲法を用いた。",迂回表达,"外交官使用迂回表达来避免直接点名敌对国家。",perífrasis,"El diplomático empleó la perífrasis para evitar nombrar directamente a la nación hostil.",nói vòng,"Nhà ngoại giao sử dụng cách nói vòng để tránh gọi tên trực tiếp quốc gia thù địch.",การใช้คำอ้อมค้อม,"นักการทูตใช้คำอ้อมค้อมเพื่อหลีกเลี่ยงการเอ่ยชื่อประเทศที่เป็นศัตรูโดยตรง",perifrase,"Diplomat tersebut menggunakan perifrase untuk menghindari menyebut langsung negara yang bermusuhan."
