contrast,There is a sharp contrast between the two cultures.,대조; 차이,두 문화 사이에 뚜렷한 대조가 있어요.,対比; コントラスト,二つの文化には鮮明な対比がある。,对比; 反差,两种文化之间有鲜明的对比。,contraste,Hay un fuerte contraste entre las dos culturas.,sự tương phản; đối lập,Có sự tương phản rõ rệt giữa hai nền văn hóa.,ความแตกต่าง; ความตรงข้าม,มีความแตกต่างอย่างชัดเจนระหว่างสองวัฒนธรรม,kontras; perbedaan,Ada kontras tajam antara dua budaya tersebut.
conversion,The conversion of the building into a hotel took two years.,전환; 개조,건물을 호텔로 전환하는 데 2년이 걸렸어요.,転換; 改装,建物のホテルへの改装に2年かかった。,转换; 改造,将这栋楼改造成酒店花了两年。,conversión,La conversión del edificio en hotel tardó dos años.,sự chuyển đổi,Việc chuyển đổi tòa nhà thành khách sạn mất hai năm.,การเปลี่ยน; การแปลง,การเปลี่ยนอาคารเป็นโรงแรมใช้เวลาสองปี,konversi; perubahan,Konversi bangunan menjadi hotel memakan waktu dua tahun.
convey,Words cannot convey how grateful I am.,전달하다; 전하다,말로는 제가 얼마나 감사한지 전할 수 없어요.,伝える; 表す,言葉では感謝の気持ちを伝えきれない。,传达; 表达,言语无法表达我有多感激。,transmitir; expresar,Las palabras no pueden transmitir lo agradecido que estoy.,truyền đạt; diễn đạt,Lời nói không thể diễn đạt hết lòng biết ơn của tôi.,สื่อ; ถ่ายทอด,คำพูดไม่สามารถสื่อถึงความรู้สึกขอบคุณของฉัน,menyampaikan; mengungkapkan,Kata-kata tidak bisa menyampaikan betapa bersyukurnya saya.
cope,She learned to cope with stress through meditation.,대처하다; 극복하다,그녀는 명상을 통해 스트레스에 대처하는 법을 배웠어요.,対処する; 乗り越える,彼女は瞑想でストレスに対処する方法を学んだ。,应对; 处理,她学会了通过冥想来应对压力。,lidiar con; afrontar,Aprendió a lidiar con el estrés a través de la meditación.,đối phó,Cô ấy học cách đối phó stress qua thiền.,รับมือ; จัดการ,เธอเรียนรู้ที่จะรับมือกับความเครียดผ่านการทำสมาธิ,mengatasi; menghadapi,Dia belajar mengatasi stres melalui meditasi.
credible,Is the witness's testimony credible?,신뢰할 수 있는; 믿을 만한,증인의 증언이 신뢰할 만한가요?,信頼できる; 信用に値する,証人の証言は信頼できるか?,可信的,证人的证词可信吗？,creíble,¿Es creíble el testimonio del testigo?,đáng tin cậy,Lời khai của nhân chứng có đáng tin không?,น่าเชื่อถือ,คำให้การของพยานน่าเชื่อถือหรือไม่,kredibel; dapat dipercaya,Apakah kesaksian saksi itu kredibel?
deem,The court deemed the evidence insufficient.,간주하다; 여기다,법원은 증거가 불충분하다고 간주했어요.,みなす; 判断する,裁判所は証拠を不十分とみなした。,认为; 视为,法院认为证据不足。,considerar; estimar,El tribunal consideró la evidencia insuficiente.,coi; cho là,Tòa án coi bằng chứng không đủ.,ถือว่า; เห็นว่า,ศาลถือว่าหลักฐานไม่เพียงพอ,menganggap,Pengadilan menganggap bukti tidak memadai.
deliberate,The attack was deliberate and planned.,의도적인; 고의적인,그 공격은 의도적이고 계획적이었어요.,意図的な; 故意の,その攻撃は意図的で計画的だった。,蓄意的; 故意的,这次攻击是蓄意策划的。,deliberado; intencional,El ataque fue deliberado y planificado.,cố ý; có chủ đích,Cuộc tấn công có chủ đích và được lên kế hoạch.,จงใจ; โดยเจตนา,การโจมตีเป็นไปโดยจงใจและวางแผนไว้,disengaja; direncanakan,Serangan itu disengaja dan direncanakan.
deprive,War deprived children of their education.,박탈하다; 빼앗다,전쟁이 아이들의 교육을 빼앗았어요.,奪う; 剥奪する,戦争が子供たちから教育を奪った。,剥夺,战争剥夺了孩子们受教育的权利。,privar,La guerra privó a los niños de su educación.,tước đoạt; cướp đi,Chiến tranh tước đoạt quyền giáo dục của trẻ em.,ลิดรอน; พรากไป,สงครามพรากการศึกษาของเด็ก,merampas; mencabut,Perang merampas pendidikan anak-anak.
designate,The area was designated as a national park.,지정하다,그 지역은 국립공원으로 지정되었어요.,指定する,その地域は国立公園に指定された。,指定; 命名,该地区被指定为国家公园。,designar; nombrar,El área fue designada como parque nacional.,chỉ định; đặt tên,Khu vực được chỉ định là công viên quốc gia.,กำหนด; ระบุ,พื้นที่ถูกกำหนดให้เป็นอุทยานแห่งชาติ,menetapkan; menunjuk,Area tersebut ditetapkan sebagai taman nasional.
deteriorate,The patient's condition deteriorated overnight.,악화되다,환자의 상태가 밤사이 악화되었어요.,悪化する,患者の状態が一晩で悪化した。,恶化; 衰退,患者的病情一夜之间恶化了。,deteriorarse; empeorar,La condición del paciente se deterioró durante la noche.,xấu đi; suy giảm,Tình trạng bệnh nhân xấu đi qua đêm.,เสื่อมลง; แย่ลง,อาการของผู้ป่วยแย่ลงในชั่วข้ามคืน,memburuk; merosot,Kondisi pasien memburuk dalam semalam.
diagnose,The doctor diagnosed her with diabetes.,진단하다,의사가 그녀를 당뇨병으로 진단했어요.,診断する,医者が彼女を糖尿病と診断した。,诊断,医生诊断她患有糖尿病。,diagnosticar,El doctor le diagnosticó diabetes.,chẩn đoán,Bác sĩ chẩn đoán cô ấy bị tiểu đường.,วินิจฉัย,แพทย์วินิจฉัยว่าเธอเป็นโรคเบาหวาน,mendiagnosis,Dokter mendiagnosis dia dengan diabetes.
displace,The war displaced millions of people.,이주시키다; 쫓아내다,전쟁이 수백만 명을 이주시켰어요.,追い出す; 移住させる,戦争で数百万人が住む場所を追われた。,迫使...离开; 取代,战争使数百万人流离失所。,desplazar,La guerra desplazó a millones de personas.,di dời; lưu vong,Chiến tranh khiến hàng triệu người phải di dời.,พลัดถิ่น; อพยพ,สงครามทำให้ผู้คนนับล้านต้องพลัดถิ่น,mengungsikan; memindahkan,Perang mengungsikan jutaan orang.
dispute,The neighbors are in a dispute over the property line.,분쟁; 논쟁,이웃들이 부지 경계를 놓고 분쟁 중이에요.,紛争; 争い,隣人同士が境界線をめぐって争っている。,争端; 纠纷,邻居们在为地界问题争执。,disputa; controversia,Los vecinos están en una disputa sobre el límite de la propiedad.,tranh chấp,Hàng xóm tranh chấp về ranh giới đất.,ข้อพิพาท,เพื่อนบ้านมีข้อพิพาทเรื่องเขตที่ดิน,sengketa; perselisihan,Tetangga sedang dalam sengketa soal batas properti.
diverse,New York is one of the most diverse cities in the world.,다양한,뉴욕은 세계에서 가장 다양한 도시 중 하나예요.,多様な,ニューヨークは世界で最も多様な都市の一つだ。,多元的; 多样的,纽约是世界上最多元化的城市之一。,diverso,Nueva York es una de las ciudades más diversas del mundo.,đa dạng,New York là một trong những thành phố đa dạng nhất thế giới.,หลากหลาย,นิวยอร์กเป็นหนึ่งในเมืองที่หลากหลายที่สุดในโลก,beragam; bermacam-macam,New York adalah salah satu kota paling beragam di dunia.
domain,Artificial intelligence is a rapidly growing domain.,분야; 영역,인공지능은 빠르게 성장하는 분야예요.,分野; 領域; ドメイン,人工知能は急速に成長している分野だ。,领域; 域名,人工智能是一个快速增长的领域。,dominio; campo,La inteligencia artificial es un dominio en rápido crecimiento.,lĩnh vực; miền,Trí tuệ nhân tạo là lĩnh vực phát triển nhanh.,โดเมน; สาขา,ปัญญาประดิษฐ์เป็นสาขาที่เติบโตอย่างรวดเร็ว,domain; bidang,Kecerdasan buatan adalah bidang yang berkembang pesat.
dose,Take the correct dose of medicine.,복용량; 용량,올바른 복용량의 약을 먹으세요.,用量; 服用量,正しい用量の薬を飲んでください。,剂量,请服用正确剂量的药物。,dosis,Tome la dosis correcta de medicamento.,liều lượng,Uống đúng liều lượng thuốc.,ขนาดยา; ปริมาณ,รับประทานยาให้ถูกขนาด,dosis,Minum dosis obat yang benar.
durable,These shoes are made of durable material.,내구성 있는,이 신발은 내구성 있는 소재로 만들어졌어요.,耐久性のある; 丈夫な,この靴は丈夫な素材で作られている。,耐用的; 持久的,这双鞋由耐用材料制成。,duradero; resistente,Estos zapatos están hechos de material duradero.,bền; chắc chắn,Đôi giày làm bằng chất liệu bền.,ทนทาน; แข็งแรง,รองเท้าคู่นี้ทำจากวัสดุที่ทนทาน,tahan lama; awet,Sepatu ini terbuat dari bahan yang tahan lama.
dweller,City dwellers often lack access to green spaces.,거주자; 주민,도시 거주자들은 종종 녹지 공간에 접근하기 어려워요.,住人; 居住者,都市住民は緑地へのアクセスが不足しがちだ。,居民; 住户,城市居民往往缺乏绿地。,habitante; residente,Los habitantes de la ciudad a menudo carecen de acceso a espacios verdes.,cư dân,Cư dân thành phố thường thiếu không gian xanh.,ผู้อาศัย; ผู้อยู่อาศัย,ผู้อยู่อาศัยในเมืองมักขาดพื้นที่สีเขียว,penduduk; penghuni,Penduduk kota sering kekurangan akses ke ruang hijau.
elaborate,She gave an elaborate explanation of the process.,정교한; 상세한,그녀는 그 과정에 대한 상세한 설명을 했어요.,精巧な; 詳細な,彼女はプロセスの詳細な説明をした。,精心的; 详尽的,她对这个过程做了详尽的解释。,elaborado; detallado,Dio una explicación detallada del proceso.,chi tiết; công phu,Cô ấy giải thích chi tiết về quy trình.,ซับซ้อน; ละเอียด,เธออธิบายกระบวนการอย่างละเอียด,rumit; terperinci,Dia memberikan penjelasan terperinci tentang prosesnya.
embed,The journalist was embedded with the military unit.,포함시키다; 내재시키다,기자가 군 부대에 동행 취재했어요.,埋め込む; 組み込む,記者が軍部隊に同行取材した。,嵌入; 植入,记者随军采访。,incrustar; integrar,El periodista fue integrado con la unidad militar.,nhúng; gắn liền,Nhà báo được gắn cùng đơn vị quân đội.,ฝัง; ฝังตัว,นักข่าวถูกฝังตัวไปกับหน่วยทหาร,menanamkan; menempelkan,Jurnalis itu ditempatkan bersama unit militer.
enact,The parliament enacted a new environmental law.,제정하다; 시행하다,의회가 새로운 환경법을 제정했어요.,制定する; 法制化する,議会が新しい環境法を制定した。,颁布; 制定,议会颁布了一项新的环保法律。,promulgar; decretar,El parlamento promulgó una nueva ley ambiental.,ban hành,Quốc hội ban hành luật môi trường mới.,ตราเป็นกฎหมาย; ออกกฎหมาย,รัฐสภาออกกฎหมายสิ่งแวดล้อมฉบับใหม่,menetapkan; memberlakukan,Parlemen memberlakukan undang-undang lingkungan baru.
endorse,The celebrity endorsed the new product.,지지하다; 승인하다,유명인이 새 제품을 지지했어요.,支持する; 推薦する,有名人が新製品を推薦した。,认可; 代言,名人为新产品代言。,respaldar; avalar,La celebridad respaldó el nuevo producto.,ủng hộ; chứng thực,Người nổi tiếng ủng hộ sản phẩm mới.,รับรอง; สนับสนุน,คนดังรับรองผลิตภัณฑ์ใหม่,mendukung; menyetujui,Selebritas itu mendukung produk baru tersebut.
